"code" "name" "market" "control_date" "control_status" "main_cost_value"
"000961" "中南建设" "000961.sz" "2016-01-14" "微弱控盘" 15.68
"000962" "东方钽业" "000962.sz" "2016-01-14" "微弱控盘" 13.54
"000963" "华东医药" "000963.sz" "2016-01-14" "微弱控盘" 69.71
"000965" "天保基建" "000965.sz" "2016-01-14" "微弱控盘" 6.59
"000966" "长源电力" "000966.sz" "2016-01-14" "轻度控盘" 14.23
"000968" "" "000968.sz" NA "" NA
"000969" "安泰科技" "000969.sz" "2016-01-14" "微弱控盘" 12.49
"000970" "中科三环" "000970.sz" "2016-01-14" "微弱控盘" 14.5
"000971" "" "000971.sz" NA "" NA
"000972" "" "000972.sz" NA "" NA
"000973" "佛塑科技" "000973.sz" NA "" NA
"000975" "银泰资源" "000975.sz" "2016-01-14" "微弱控盘" 12.83
"000976" "*ST春晖" "000976.sz" "2016-01-14" "微弱控盘" 9.51
"000978" "桂林旅游" "000978.sz" "2016-01-14" "轻度控盘" 12.4
"000979" "中弘股份" "000979.sz" "2016-01-14" "微弱控盘" 4.28
"000980" "金马股份" "000980.sz" NA "" NA
"000981" "银亿股份" "000981.sz" NA "" NA
"000983" "西山煤电" "000983.sz" "2016-01-14" "中度控盘" 6.79
"000985" "大庆华科" "000985.sz" "2016-01-14" "微弱控盘" 24.07
"000987" "广州友谊" "000987.sz" "2016-01-14" "微弱控盘" 25.81
"000988" "华工科技" "000988.sz" "2016-01-14" "轻度控盘" 19.28
"000989" "九 芝 堂" "000989.sz" "2016-01-14" "微弱控盘" 28.19
"000990" "诚志股份" "000990.sz" "2016-01-14" "微弱控盘" 23.98
"000993" "" "000993.sz" NA "" NA
"000995" "*ST皇台" "000995.sz" "2016-01-14" "微弱控盘" 12.23
"000996" "中国中期" "000996.sz" "2016-01-14" "微弱控盘" 26.56
"000997" "" "000997.sz" NA "" NA
"000998" "隆平高科" "000998.sz" "2016-01-14" "微弱控盘" 22.15
"000999" "" "000999.sz" NA "" NA
"001696" "宗申动力" "001696.sz" "2016-01-14" "微弱控盘" 14.32
"001896" "" "001896.sz" NA "" NA
"002001" "" "002001.sz" NA "" NA
"002002" "鸿达兴业" "002002.sz" "2016-01-14" "微弱控盘" 24.55
"002003" "伟星股份" "002003.sz" "2016-01-14" "微弱控盘" 17.33
"002004" "华邦健康" "002004.sz" "2016-01-14" "微弱控盘" 13.77
"002005" "德豪润达" "002005.sz" "2016-01-14" "微弱控盘" 9.54
"002007" "华兰生物" "002007.sz" "2016-01-14" "微弱控盘" 43.31
"002008" "大族激光" "002008.sz" "2016-01-14" "微弱控盘" 24.5
"002009" "天奇股份" "002009.sz" "2016-01-14" "轻度控盘" 19.98
"002010" "" "002010.sz" NA "" NA
"002011" "盾安环境" "002011.sz" NA "" NA
"002012" "凯恩股份" "002012.sz" "2016-01-14" "轻度控盘" 9.34
"002013" "中航机电" "002013.sz" "2016-01-14" "微弱控盘" 22.19
"002014" "" "002014.sz" NA "" NA
"002016" "世荣兆业" "002016.sz" "2016-01-14" "微弱控盘" 11.78
"002017" "东信和平" "002017.sz" "2016-01-14" "微弱控盘" 17.14
"002018" "华信国际" "002018.sz" NA "" NA
"002019" "亿帆鑫富" "002019.sz" "2016-01-14" "中度控盘" 38.45
"002020" "京新药业" "002020.sz" NA "" NA
"002022" "科华生物" "002022.sz" "2016-01-14" "微弱控盘" 27.75
"002023" "海特高新" "002023.sz" "2016-01-14" "微弱控盘" 18.58
"002024" "苏宁云商" "002024.sz" "2016-01-14" "微弱控盘" 14.43
"002025" "航天电器" "002025.sz" "2016-01-14" "微弱控盘" 25.95
"002026" "" "002026.sz" NA "" NA
"002027" "七喜控股" "002027.sz" "2016-01-14" "微弱控盘" 39.95
"002028" "思源电气" "002028.sz" "2016-01-14" "微弱控盘" 15.44
"002029" "七 匹 狼" "002029.sz" "2016-01-14" "微弱控盘" 12.49
"002030" "达安基因" "002030.sz" "2016-01-14" "微弱控盘" 41.78
"002031" "巨轮智能" "002031.sz" "2016-01-13" "轻度控盘" 14.76
"002032" "苏 泊 尔" "002032.sz" "2016-01-14" "微弱控盘" 23.09
"002033" "丽江旅游" "002033.sz" "2016-01-14" "微弱控盘" 15.72
"002034" "" "002034.sz" NA "" NA
"002035" "华帝股份" "002035.sz" "2016-01-14" "微弱控盘" 15.32
"002036" "汉麻产业" "002036.sz" "2016-01-14" "微弱控盘" 27.99
"002037" "久联发展" "002037.sz" "2016-01-14" "微弱控盘" 27.53
"002038" "" "002038.sz" NA "" NA
"002039" "" "002039.sz" NA "" NA
"002040" "南 京 港" "002040.sz" NA "" NA
"002041" "" "002041.sz" NA "" NA
"002042" "" "002042.sz" NA "" NA
"002043" "兔 宝 宝" "002043.sz" "2016-01-14" "微弱控盘" 14.03
"002044" "江苏三友" "002044.sz" NA "" NA
"002045" "国光电器" "002045.sz" "2016-01-14" "微弱控盘" 17.99
"002046" "" "002046.sz" NA "" NA
"002047" "" "002047.sz" NA "" NA
"002048" "宁波华翔" "002048.sz" NA "" NA
"002049" "同方国芯" "002049.sz" NA "" NA
"002050" "三花股份" "002050.sz" "2016-01-14" "微弱控盘" 9.39
"002051" "" "002051.sz" NA "" NA
"002052" "" "002052.sz" NA "" NA
"002053" "云南盐化" "002053.sz" NA "" NA
"002054" "德美化工" "002054.sz" "2016-01-14" "微弱控盘" 12.84
"002055" "得润电子" "002055.sz" "2016-01-14" "微弱控盘" 34.93
"002056" "横店东磁" "002056.sz" "2016-01-14" "微弱控盘" 25.93
"002057" "" "002057.sz" NA "" NA
"002058" "威 尔 泰" "002058.sz" "2016-01-14" "微弱控盘" 25.18
"002059" "云南旅游" "002059.sz" "2016-01-14" "微弱控盘" 11.6
"002060" "粤 水 电" "002060.sz" "2016-01-14" "微弱控盘" 9.15
"002061" "江山化工" "002061.sz" "2016-01-14" "微弱控盘" 8.25
"002062" "宏润建设" "002062.sz" "2016-01-14" "微弱控盘" 9.9
"002063" "远光软件" "002063.sz" "2016-01-14" "微弱控盘" 21.25
"002064" "华峰氨纶" "002064.sz" "2016-01-14" "微弱控盘" 6.63
"002065" "东华软件" "002065.sz" NA "" NA
"002066" "瑞泰科技" "002066.sz" "2016-01-14" "微弱控盘" 20.23
"002067" "景兴纸业" "002067.sz" "2016-01-14" "微弱控盘" 8.57
"002068" "黑猫股份" "002068.sz" "2016-01-14" "微弱控盘" 8.37
"002069" "獐 子 岛" "002069.sz" "2016-01-14" "微弱控盘" 13.37
"002071" "长城影视" "002071.sz" "2016-01-14" "微弱控盘" 17.03
"002073" "软控股份" "002073.sz" "2016-01-14" "微弱控盘" 16.01
"002074" "国轩高科" "002074.sz" "2016-01-14" "微弱控盘" 34.33
"002075" "沙钢股份" "002075.sz" NA "" NA
"002076" "" "002076.sz" NA "" NA
"002077" "大港股份" "002077.sz" "2016-01-14" "轻度控盘" 16.24
"002078" "" "002078.sz" NA "" NA
"002079" "苏州固锝" "002079.sz" "2016-01-14" "微弱控盘" 9.83
"002080" "" "002080.sz" NA "" NA
"002081" "金 螳 螂" "002081.sz" "2016-01-14" "微弱控盘" 17.84
"002082" "栋梁新材" "002082.sz" NA "" NA
"002083" "" "002083.sz" NA "" NA
"002084" "海鸥卫浴" "002084.sz" NA "" NA
"002085" "万丰奥威" "002085.sz" "2016-01-14" "微弱控盘" 28
"002086" "东方海洋" "002086.sz" "2016-01-14" "微弱控盘" 24.44
"002087" "" "002087.sz" NA "" NA
"002088" "" "002088.sz" NA "" NA
"002089" "" "002089.sz" NA "" NA
"002090" "金智科技" "002090.sz" "2016-01-14" "微弱控盘" 33.95
"002091" "" "002091.sz" NA "" NA
"002092" "中泰化学" "002092.sz" "2016-01-14" "微弱控盘" 9.41
"002093" "国脉科技" "002093.sz" "2016-01-14" "微弱控盘" 14.13
"002094" "青岛金王" "002094.sz" "2016-01-14" "中度控盘" 24.83
"002095" "生 意 宝" "002095.sz" "2016-01-14" "微弱控盘" 75.85
"002096" "" "002096.sz" NA "" NA
"002097" "" "002097.sz" NA "" NA
"002098" "浔兴股份" "002098.sz" "2016-01-14" "微弱控盘" 13.89
"002099" "" "002099.sz" NA "" NA
"002100" "天康生物" "002100.sz" "2016-01-14" "微弱控盘" 10.14
"002101" "广东鸿图" "002101.sz" "2016-01-14" "微弱控盘" 26.49
"002102" "冠福股份" "002102.sz" "2016-01-14" "微弱控盘" 13.78
"002103" "广博股份" "002103.sz" NA "" NA
"002104" "恒宝股份" "002104.sz" "2016-01-14" "微弱控盘" 21.21
"002105" "" "002105.sz" NA "" NA
"002106" "" "002106.sz" NA "" NA
"002107" "沃华医药" "002107.sz" "2016-01-14" "微弱控盘" 23.49
"002108" "" "002108.sz" NA "" NA
"002109" "兴化股份" "002109.sz" "2016-01-14" "微弱控盘" 7.83
"002110" "三钢闽光" "002110.sz" NA "" NA
"002111" "威海广泰" "002111.sz" "2016-01-14" "微弱控盘" 31.45
"002112" "三变科技" "002112.sz" NA "" NA
"002113" "天润控股" "002113.sz" "2016-01-14" "微弱控盘" 33.42
"002114" "罗平锌电" "002114.sz" "2016-01-14" "微弱控盘" 18.53
"002115" "" "002115.sz" NA "" NA
"002116" "中国海诚" "002116.sz" "2016-01-14" "微弱控盘" 18.64
"002117" "" "002117.sz" NA "" NA
"002118" "" "002118.sz" NA "" NA
"002120" "新海股份" "002120.sz" "2016-01-14" "微弱控盘" 25.02
"002121" "科陆电子" "002121.sz" "2016-01-14" "微弱控盘" 27.24
"002122" "天马股份" "002122.sz" "2016-01-14" "微弱控盘" 8.23
"002124" "天邦股份" "002124.sz" "2016-01-14" "微弱控盘" 24.94
"002125" "湘潭电化" "002125.sz" "2016-01-14" "微弱控盘" 21.14
"002126" "银轮股份" "002126.sz" "2016-01-14" "微弱控盘" 17.43
"002128" "露天煤业" "002128.sz" "2016-01-14" "微弱控盘" 11
"002129" "中环股份" "002129.sz" "2016-01-14" "微弱控盘" 13.11
"002130" "沃尔核材" "002130.sz" "2016-01-14" "微弱控盘" 21.61
"002131" "" "002131.sz" NA "" NA
"002132" "恒星科技" "002132.sz" "2016-01-14" "微弱控盘" 7.05
"002133" "" "002133.sz" NA "" NA
"002135" "" "002135.sz" NA "" NA
"002136" "安 纳 达" "002136.sz" "2016-01-14" "微弱控盘" 15.28
"002137" "麦达数字" "002137.sz" "2016-01-14" "微弱控盘" 19.43
"002138" "" "002138.sz" NA "" NA
"002139" "拓邦股份" "002139.sz" "2016-01-14" "微弱控盘" 22.37
"002140" "东华科技" "002140.sz" "2016-01-14" "微弱控盘" 21.23
"002141" "蓉胜超微" "002141.sz" "2016-01-14" "微弱控盘" 26.49
"002142" "" "002142.sz" NA "" NA
"002143" "" "002143.sz" NA "" NA
"002144" "宏达高科" "002144.sz" "2016-01-14" "微弱控盘" 27
"002145" "中核钛白" "002145.sz" "2016-01-14" "轻度控盘" 14.85
"002146" "荣盛发展" "002146.sz" "2016-01-14" "微弱控盘" 9.92
"002147" "方圆支承" "002147.sz" "2016-01-14" "中度控盘" 16.13
"002148" "北纬通信" "002148.sz" "2016-01-14" "微弱控盘" 20.25
"002149" "西部材料" "002149.sz" "2016-01-14" "轻度控盘" 25.17
"002150" "通润装备" "002150.sz" "2016-01-14" "轻度控盘" 11.98
"002151" "北斗星通" "002151.sz" "2016-01-14" "微弱控盘" 49.88
"002153" "石基信息" "002153.sz" "2016-01-14" "微弱控盘" 116.71
"002154" "报 喜 鸟" "002154.sz" "2016-01-14" "微弱控盘" 7.35
"002155" "湖南黄金" "002155.sz" "2016-01-14" "高度控盘" 9.12
"002156" "通富微电" "002156.sz" "2016-01-14" "微弱控盘" 17.51
"002157" "正邦科技" "002157.sz" "2016-01-14" "微弱控盘" 20.11
"002158" "汉钟精机" "002158.sz" "2016-01-14" "微弱控盘" 20.37
"002159" "三特索道" "002159.sz" "2016-01-14" "微弱控盘" 27.62
"002161" "远 望 谷" "002161.sz" "2016-01-14" "微弱控盘" 20.43
"002162" "悦心健康" "002162.sz" "2016-01-14" "微弱控盘" 14.11
"002165" "红 宝 丽" "002165.sz" "2016-01-14" "微弱控盘" 8.03
"002166" "" "002166.sz" NA "" NA
"002167" "东方锆业" "002167.sz" "2016-01-14" "微弱控盘" 10.65
"002169" "智光电气" "002169.sz" "2016-01-14" "微弱控盘" 21.25
"002170" "" "002170.sz" NA "" NA
"002171" "" "002171.sz" NA "" NA
"002172" "" "002172.sz" NA "" NA
"002173" "" "002173.sz" NA "" NA
"002174" "游族网络" "002174.sz" NA "" NA
"002175" "东方网络" "002175.sz" "2016-01-14" "微弱控盘" 55.79
"002176" "江特电机" "002176.sz" NA "" NA
"002177" "御银股份" "002177.sz" "2016-01-14" "微弱控盘" 10.22
"002178" "延华智能" "002178.sz" "2016-01-14" "微弱控盘" 13.42
"002179" "" "002179.sz" NA "" NA
"002181" "" "002181.sz" NA "" NA
"002182" "" "002182.sz" NA "" NA
"002183" "怡 亚 通" "002183.sz" "2016-01-14" "微弱控盘" 42.33
"002184" "海得控制" "002184.sz" "2016-01-14" "微弱控盘" 36.73
"002185" "华天科技" "002185.sz" "2016-01-14" "微弱控盘" 17.17
"002186" "" "002186.sz" NA "" NA
"002187" "" "002187.sz" NA "" NA
"002188" "新 嘉 联" "002188.sz" "2016-01-14" "微弱控盘" 38.07
"002189" "" "002189.sz" NA "" NA
"002190" "成飞集成" "002190.sz" "2016-01-14" "微弱控盘" 40.89
"002191" "劲嘉股份" "002191.sz" "2016-01-14" "微弱控盘" 15.25
"002192" "" "002192.sz" NA "" NA
"002193" "山东如意" "002193.sz" "2016-01-14" "微弱控盘" 17.6
"002194" "武汉凡谷" "002194.sz" "2016-01-14" "微弱控盘" 15.66
"002195" "二三四五" "002195.sz" "2016-01-14" "微弱控盘" 34.78
"002196" "方正电机" "002196.sz" "2016-01-14" "微弱控盘" 29.17
"002197" "证通电子" "002197.sz" "2016-01-14" "微弱控盘" 25.2
"002198" "嘉应制药" "002198.sz" "2016-01-14" "微弱控盘" 10.01
"002199" "东晶电子" "002199.sz" "2016-01-14" "轻度控盘" 15.93
"002200" "云投生态" "002200.sz" "2016-01-14" "轻度控盘" 23.3
"002201" "九鼎新材" "002201.sz" NA "" NA
"002202" "金风科技" "002202.sz" "2016-01-14" "轻度控盘" 20.25
"002203" "海亮股份" "002203.sz" "2016-01-14" "微弱控盘" 10.06
"002204" "大连重工" "002204.sz" "2016-01-14" "微弱控盘" 10.24
"002205" "" "002205.sz" NA "" NA
"002206" "海 利 得" "002206.sz" "2016-01-14" "微弱控盘" 15.09
"002207" "准油股份" "002207.sz" NA "" NA
"002208" "合肥城建" "002208.sz" "2016-01-14" "微弱控盘" 20.32
"002209" "达 意 隆" "002209.sz" NA "" NA
"002210" "" "002210.sz" NA "" NA
"002211" "宏达新材" "002211.sz" "2016-01-14" "微弱控盘" 11.23
"002212" "" "002212.sz" NA "" NA
"002213" "特 尔 佳" "002213.sz" "2016-01-14" "微弱控盘" 18.41
"002214" "" "002214.sz" NA "" NA
"002215" "诺 普 信" "002215.sz" "2016-01-14" "微弱控盘" 17.48
"002216" "三全食品" "002216.sz" "2016-01-14" "微弱控盘" 11.47
"002218" "拓日新能" "002218.sz" "2016-01-14" "微弱控盘" 10.2
"002219" "恒康医疗" "002219.sz" NA "" NA
"002220" "天宝股份" "002220.sz" "2016-01-14" "强烈控盘" 13.24
"002221" "东华能源" "002221.sz" "2016-01-14" "微弱控盘" 28.27
"002222" "" "002222.sz" NA "" NA
"002223" "鱼跃医疗" "002223.sz" "2016-01-14" "微弱控盘" 39.03
"002224" "" "002224.sz" NA "" NA
"002225" "濮耐股份" "002225.sz" "2016-01-14" "微弱控盘" 7.8
"002226" "江南化工" "002226.sz" "2016-01-14" "微弱控盘" 9.04
"002227" "奥 特 迅" "002227.sz" "2016-01-14" "微弱控盘" 39.89
"002228" "合兴包装" "002228.sz" NA "" NA
"002229" "鸿博股份" "002229.sz" "2016-01-14" "微弱控盘" 25.78
"002230" "科大讯飞" "002230.sz" "2016-01-14" "微弱控盘" 35.12
"002231" "奥维通信" "002231.sz" NA "" NA
"002232" "" "002232.sz" NA "" NA
"002233" "塔牌集团" "002233.sz" "2016-01-14" "微弱控盘" 12.73
"002235" "安妮股份" "002235.sz" "2016-01-14" "轻度控盘" 33.01
"002236" "大华股份" "002236.sz" "2016-01-14" "微弱控盘" 36.8
"002237" "恒邦股份" "002237.sz" "2016-01-14" "中度控盘" 10.32
"002238" "天威视讯" "002238.sz" "2016-01-14" "微弱控盘" 23.77
"002239" "奥特佳" "002239.sz" "2016-01-14" "轻度控盘" 9.6
"002240" "威华股份" "002240.sz" NA "" NA
"002241" "歌尔声学" "002241.sz" "2016-01-14" "微弱控盘" 31.66
"002242" "九阳股份" "002242.sz" "2016-01-14" "微弱控盘" 23.22
"002243" "通产丽星" "002243.sz" "2016-01-14" "微弱控盘" 14.51
"002244" "滨江集团" "002244.sz" "2016-01-14" "微弱控盘" 7.96
"002245" "澳洋顺昌" "002245.sz" "2016-01-14" "微弱控盘" 9.1
"002246" "" "002246.sz" NA "" NA
"002247" "" "002247.sz" NA "" NA
"002249" "大洋电机" "002249.sz" "2016-01-14" "微弱控盘" 12.38
"002250" "联化科技" "002250.sz" "2016-01-14" "微弱控盘" 19.08
"002251" "步 步 高" "002251.sz" "2016-01-14" "微弱控盘" 17.36
"002252" "" "002252.sz" NA "" NA
"002253" "川大智胜" "002253.sz" "2016-01-14" "微弱控盘" 48.5
"002254" "" "002254.sz" NA "" NA
"002255" "海陆重工" "002255.sz" "2016-01-14" "微弱控盘" 9.95
"002256" "彩虹精化" "002256.sz" "2016-01-14" "微弱控盘" 23.35
"002258" "" "002258.sz" NA "" NA
"002259" "" "002259.sz" NA "" NA
"002260" "德奥通航" "002260.sz" "2016-01-14" "微弱控盘" 36.92
"002261" "拓维信息" "002261.sz" NA "" NA
"002262" "" "002262.sz" NA "" NA
"002263" "" "002263.sz" NA "" NA
"002264" "新 华 都" "002264.sz" "2016-01-14" "微弱控盘" 7.91
"002265" "西仪股份" "002265.sz" "2016-01-14" "微弱控盘" 15.46
"002266" "浙富控股" "002266.sz" "2016-01-14" "微弱控盘" 8.42
"002267" "陕天然气" "002267.sz" "2016-01-14" "微弱控盘" 14.46
"002268" "卫 士 通" "002268.sz" "2016-01-14" "微弱控盘" 55.03
"002269" "" "002269.sz" NA "" NA
"002270" "法因数控" "002270.sz" "2016-01-14" "微弱控盘" 18.01
"002271" "东方雨虹" "002271.sz" "2016-01-14" "微弱控盘" 19.3
"002272" "川润股份" "002272.sz" "2016-01-14" "微弱控盘" 9.58
"002273" "" "002273.sz" NA "" NA
"002274" "华昌化工" "002274.sz" "2016-01-14" "微弱控盘" 11.86
"002275" "桂林三金" "002275.sz" "2016-01-14" "微弱控盘" 22.37
"002276" "万马股份" "002276.sz" "2016-01-14" "微弱控盘" 28.31
"002277" "" "002277.sz" NA "" NA
"002278" "" "002278.sz" NA "" NA
"002279" "久其软件" "002279.sz" "2016-01-14" "微弱控盘" 61.77
"002280" "联络互动" "002280.sz" "2016-01-14" "微弱控盘" 46.46
"002281" "光迅科技" "002281.sz" "2016-01-14" "微弱控盘" 58.5
"002282" "博深工具" "002282.sz" "2016-01-14" "中度控盘" 14.57
"002283" "" "002283.sz" NA "" NA
"002284" "亚太股份" "002284.sz" NA "" NA
"002285" "世联行" "002285.sz" "2016-01-14" "微弱控盘" 16.81
"002286" "保龄宝" "002286.sz" NA "" NA
"002287" "奇正藏药" "002287.sz" "2016-01-14" "微弱控盘" 33.9
"002288" "超华科技" "002288.sz" "2016-01-14" "微弱控盘" 11.31
"002289" "宇顺电子" "002289.sz" "2016-01-14" "微弱控盘" 31.03
"002290" "禾盛新材" "002290.sz" "2016-01-14" "微弱控盘" 30.98
"002291" "星期六" "002291.sz" "2016-01-14" "轻度控盘" 13.96
"002292" "奥飞动漫" "002292.sz" "2016-01-14" "微弱控盘" 38.89
"002293" "罗莱生活" "002293.sz" "2016-01-14" "微弱控盘" 18.3
"002294" "信立泰" "002294.sz" "2016-01-14" "微弱控盘" 29.43
"002295" "精艺股份" "002295.sz" "2016-01-14" "微弱控盘" 18.45
"002296" "辉煌科技" "002296.sz" "2016-01-14" "微弱控盘" 19.57
"002297" "博云新材" "002297.sz" "2016-01-14" "微弱控盘" 14.51
"002299" "圣农发展" "002299.sz" "2016-01-14" "微弱控盘" 18.98
"002300" "太阳电缆" "002300.sz" "2016-01-14" "微弱控盘" 11.18
"002301" "齐心集团" "002301.sz" "2016-01-14" "微弱控盘" 23.99
"002302" "" "002302.sz" NA "" NA
"002303" "美盈森" "002303.sz" "2016-01-14" "微弱控盘" 13.68
"002304" "洋河股份" "002304.sz" "2016-01-14" "微弱控盘" 57.17
"002305" "南国置业" "002305.sz" "2016-01-14" "微弱控盘" 6.1
"002306" "" "002306.sz" NA "" NA
"002307" "北新路桥" "002307.sz" "2016-01-14" "微弱控盘" 11.78
"002309" "中利科技" "002309.sz" "2016-01-14" "微弱控盘" 18.14
"002310" "" "002310.sz" NA "" NA
"002311" "海大集团" "002311.sz" "2016-01-14" "轻度控盘" 13.81
"002313" "日海通讯" "002313.sz" NA "" NA
"002314" "南山控股" "002314.sz" "2016-01-14" "微弱控盘" 9.17
"002315" "焦点科技" "002315.sz" "2016-01-14" "微弱控盘" 91.93
"002316" "键桥通讯" "002316.sz" "2016-01-14" "微弱控盘" 18.72
"002317" "" "002317.sz" NA "" NA
"002318" "久立特材" "002318.sz" "2016-01-14" "微弱控盘" 14.54
"002319" "乐通股份" "002319.sz" "2016-01-14" "微弱控盘" 19.24
"002320" "海峡股份" "002320.sz" "2016-01-14" "微弱控盘" 21.57
"002321" "华英农业" "002321.sz" "2016-01-14" "微弱控盘" 11.88
"002322" "理工监测" "002322.sz" "2016-01-14" "微弱控盘" 22.34
"002324" "普利特" "002324.sz" "2016-01-14" "微弱控盘" 29.19
"002325" "" "002325.sz" NA "" NA
"002326" "永太科技" "002326.sz" NA "" NA
"002327" "" "002327.sz" NA "" NA
"002328" "新朋股份" "002328.sz" "2016-01-14" "微弱控盘" 11.64
"002329" "皇氏集团" "002329.sz" "2016-01-14" "微弱控盘" 22.55
"002330" "得利斯" "002330.sz" "2016-01-14" "微弱控盘" 15.25
"002331" "皖通科技" "002331.sz" "2016-01-14" "微弱控盘" 22.92
"002332" "仙琚制药" "002332.sz" "2016-01-14" "微弱控盘" 13.92
"002333" "罗普斯金" "002333.sz" "2016-01-14" "微弱控盘" 19.76
"002334" "英威腾" "002334.sz" "2016-01-14" "微弱控盘" 10.93
"002336" "人人乐" "002336.sz" "2016-01-14" "微弱控盘" 13.92
"002337" "赛象科技" "002337.sz" "2016-01-14" "微弱控盘" 10.4
"002338" "奥普光电" "002338.sz" "2016-01-14" "微弱控盘" 63.51
"002339" "积成电子" "002339.sz" "2016-01-14" "微弱控盘" 24.5
"002340" "" "002340.sz" NA "" NA
"002341" "" "002341.sz" NA "" NA
"002342" "巨力索具" "002342.sz" "2016-01-14" "微弱控盘" 7.28
"002343" "慈文传媒" "002343.sz" "2016-01-14" "微弱控盘" 59.68
"002344" "海宁皮城" "002344.sz" "2016-01-14" "微弱控盘" 15.97
"002345" "潮宏基" "002345.sz" "2016-01-14" "微弱控盘" 14.58
"002346" "柘中股份" "002346.sz" "2016-01-14" "微弱控盘" 17.42
"002347" "泰尔重工" "002347.sz" "2016-01-14" "微弱控盘" 20.48
"002348" "高乐股份" "002348.sz" "2016-01-14" "微弱控盘" 17.8
"002349" "" "002349.sz" NA "" NA
"002350" "北京科锐" "002350.sz" "2016-01-14" "微弱控盘" 19.11
"002352" "鼎泰新材" "002352.sz" "2016-01-14" "微弱控盘" 28.41
"002353" "杰瑞股份" "002353.sz" "2016-01-14" "微弱控盘" 25.96
"002354" "天神娱乐" "002354.sz" "2016-01-14" "微弱控盘" 100.05
"002355" "兴民钢圈" "002355.sz" "2016-01-14" "中度控盘" 16.15
"002356" "浩宁达" "002356.sz" "2016-01-14" "微弱控盘" 27.63
"002357" "富临运业" "002357.sz" "2016-01-14" "微弱控盘" 15.19
"002358" "森源电气" "002358.sz" "2016-01-14" "微弱控盘" 17.94
"002359" "齐星铁塔" "002359.sz" "2016-01-14" "微弱控盘" 27.4
"002360" "同德化工" "002360.sz" "2016-01-14" "微弱控盘" 11.24
"002361" "神剑股份" "002361.sz" "2016-01-14" "微弱控盘" 16.56
"002362" "汉王科技" "002362.sz" "2016-01-14" "微弱控盘" 28.71
"002363" "隆基机械" "002363.sz" "2016-01-14" "微弱控盘" 19.77
"002364" "中恒电气" "002364.sz" "2016-01-14" "微弱控盘" 26.82
"002365" "永安药业" "002365.sz" "2016-01-14" "微弱控盘" 19.27
"002366" "台海核电" "002366.sz" "2016-01-14" "微弱控盘" 63.55
"002367" "康力电梯" "002367.sz" "2016-01-14" "微弱控盘" 16.65
"002368" "太极股份" "002368.sz" "2016-01-14" "微弱控盘" 47.52
"002369" "卓翼科技" "002369.sz" "2016-01-14" "微弱控盘" 12.56
"002370" "亚太药业" "002370.sz" "2016-01-14" "微弱控盘" 30.89
"002371" "七星电子" "002371.sz" "2016-01-14" "微弱控盘" 29.24
"002372" "伟星新材" "002372.sz" "2016-01-14" "微弱控盘" 17.33
"002373" "千方科技" "002373.sz" NA "" NA
"002374" "" "002374.sz" NA "" NA
"002375" "亚厦股份" "002375.sz" "2016-01-14" "微弱控盘" 15.61
"002376" "新北洋" "002376.sz" "2016-01-14" "微弱控盘" 16.91
"002377" "国创高新" "002377.sz" "2016-01-14" "微弱控盘" 9.19
"002378" "章源钨业" "002378.sz" "2016-01-14" "微弱控盘" 11.8
"002379" "鲁丰环保" "002379.sz" NA "" NA
"002380" "科远股份" "002380.sz" "2016-01-14" "微弱控盘" 35.16
"002381" "双箭股份" "002381.sz" "2016-01-14" "微弱控盘" 16.58
"002382" "蓝帆医疗" "002382.sz" "2016-01-14" "微弱控盘" 26.72
"002383" "合众思壮" "002383.sz" NA "" NA
"002384" "" "002384.sz" NA "" NA
"002385" "大北农" "002385.sz" "2016-01-14" "微弱控盘" 12.56
"002386" "天原集团" "002386.sz" "2016-01-14" "微弱控盘" 7.51
"002387" "黑牛食品" "002387.sz" "2016-01-14" "微弱控盘" 18.36
"002388" "" "002388.sz" NA "" NA
"002389" "南洋科技" "002389.sz" "2016-01-14" "微弱控盘" 18.9
"002390" "" "002390.sz" NA "" NA
"002391" "长青股份" "002391.sz" "2016-01-14" "微弱控盘" 16.77
"002392" "北京利尔" "002392.sz" "2016-01-14" "微弱控盘" 7.91
"002393" "" "002393.sz" NA "" NA
"002394" "联发股份" "002394.sz" "2016-01-14" "中度控盘" 16.45
"002395" "双象股份" "002395.sz" "2016-01-14" "中度控盘" 25.6
"002396" "星网锐捷" "002396.sz" "2016-01-14" "微弱控盘" 22.82
"002397" "梦洁家纺" "002397.sz" "2016-01-14" "微弱控盘" 9.87
"002398" "建研集团" "002398.sz" "2016-01-14" "微弱控盘" 16.57
"002399" "海普瑞" "002399.sz" "2016-01-14" "微弱控盘" 32.1
"002400" "省广股份" "002400.sz" "2016-01-14" "微弱控盘" 23.43
"002401" "中海科技" "002401.sz" "2016-01-14" "微弱控盘" 23.07
"002402" "和而泰" "002402.sz" "2016-01-14" "微弱控盘" 22.82
"002403" "爱仕达" "002403.sz" "2016-01-14" "微弱控盘" 13.81
"002404" "嘉欣丝绸" "002404.sz" "2016-01-14" "微弱控盘" 10.44
"002405" "四维图新" "002405.sz" "2016-01-14" "微弱控盘" 36.6
"002406" "" "002406.sz" NA "" NA
"002407" "多氟多" "002407.sz" "2016-01-14" "中度控盘" 67.22
"002408" "齐翔腾达" "002408.sz" "2016-01-14" "微弱控盘" 13.3
"002409" "雅克科技" "002409.sz" NA "" NA
