code,name,market,主力控盘日期,控盘程度,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
600639,浦东金桥,600639.sh,2015-04-10,高度控盘,23.87,26.50,26.53,145014,37948,26.53,25.89,26.15,2,0.094
600640,号百控股,600640.sh,2015-04-10,强烈控盘,22.88,23.65,23.66,121517,29574,24.72,23.60,24.45,2,0.069
600641,万业企业,600641.sh,2015-04-10,强烈控盘,6.5,8.23,8.24,219227,18272,8.47,8.18,8.39,2,0.295
600642,申能股份,600642.sh,2015-04-10,强烈控盘,6.7,8.17,8.18,836609,69625,8.47,8.18,8.39,2,0.242
600643,爱建股份,600643.sh,2015-04-10,强烈控盘,18.49,20.77,21.00,295576,61516,21.29,20.41,20.69,2,0.126
600644,*ST乐电,600644.sh,2015-04-10,强烈控盘,10.37,12.40,13.00,102101,12997,13.00,12.41,12.68,2,0.24
600645,中源协和,600645.sh,2015-04-10,强烈控盘,57.13,66.87,67.01,88331,59699,68.28,66.01,67.84,2,0.188
600647,同达创业,600647.sh,2015-04-10,强烈控盘,22.05,28.44,28.81,41119,11430,29.30,27.30,27.75,2,0.26
600648,外高桥,600648.sh,2015-04-10,强烈控盘,33.06,41.86,41.87,111326,46925,43.18,41.45,41.70,2,0.264
600649,城投控股,600649.sh,2014-10-31,中度控盘,7.15,0,0,0,0,0,0,0,0,-1
600650,锦江投资,600650.sh,2015-04-10,强烈控盘,17.13,18.67,18.68,61405,11435,18.89,18.40,18.70,2,0.088
600651,飞乐音响,600651.sh,2015-04-10,强烈控盘,11,13.30,13.18,321668,43336,13.77,13.10,13.29,2,0.225
600652,游久游戏,600652.sh,2015-04-10,强烈控盘,17.39,17.10,16.95,333820,56839,17.48,16.62,17.06,2,-0.005
600653,申华控股,600653.sh,2015-04-10,强烈控盘,4.75,5.44,5.44,625133,34114,5.60,5.38,5.51,2,0.147
600654,中安消,600654.sh,2015-04-10,强烈控盘,11,16.73,16.78,601870,104793,18.16,16.60,17.42,2,0.582
600655,豫园商城,600655.sh,2015-04-07,强烈控盘,14.55,0,0,0,0,0,0,0,0,-1
600656,*ST博元,600656.sh,2015-04-10,微弱控盘,6.93,5.50,5.23,571036,30494,5.68,5.23,5.55,2,-0.199
600657,信达地产,600657.sh,2015-04-10,中度控盘,7.59,9.31,9.30,338224,31586,9.45,9.23,9.32,2,0.237
600658,电子城,600658.sh,2015-04-10,强烈控盘,13.52,16.61,16.61,67219,11138,16.78,16.38,16.61,2,0.229
600660,福耀玻璃,600660.sh,2015-04-10,强烈控盘,13.67,16.82,17.21,458671,78268,17.30,16.80,17.11,2,0.247
600661,新南洋,600661.sh,2015-04-10,强烈控盘,42.89,45.39,45.40,52939,24077,46.10,44.58,46.03,2,0.067
600662,强生控股,600662.sh,2015-04-10,强烈控盘,12.24,14.98,15.02,330948,51740,16.22,15.02,15.90,2,0.3
600663,陆家嘴,600663.sh,2015-04-10,强烈控盘,31.48,40.84,41.25,100534,41512,41.87,40.66,40.95,2,0.31
600664,哈药股份,600664.sh,2015-04-10,强烈控盘,9.31,11.31,11.38,545210,63138,11.88,11.29,11.67,2,0.267
600665,天地源,600665.sh,2015-04-10,强烈控盘,6.06,7.56,7.59,365691,29130,8.18,7.59,8.02,2,0.318
600666,西南药业,600666.sh,2015-04-10,强烈控盘,19.84,24.72,24.80,76818,18945,25.10,24.16,24.68,2,0.259
600668,尖峰集团,600668.sh,2015-04-10,强烈控盘,15.55,17.10,17.31,178168,32029,18.50,17.31,18.20,2,0.179
600671,天目药业,600671.sh,2015-04-10,强烈控盘,17.91,20.81,22.30,45745,10111,22.45,21.58,22.18,2,0.25
600673,东阳光科,600673.sh,2015-04-10,强烈控盘,20.09,27.27,27.27,627211,170612,28.30,26.30,27.27,2,0.389
600674,川投能源,600674.sh,2015-04-10,强烈控盘,17.87,22.84,23.00,476096,110961,23.98,22.71,23.62,2,0.315
600675,中华企业,600675.sh,2015-04-10,强烈控盘,7.33,8.71,8.74,454336,39840,8.89,8.66,8.80,2,0.188
600676,交运股份,600676.sh,2015-04-10,强烈控盘,10.78,12.37,12.45,177299,22353,12.88,12.31,12.66,2,0.185
600677,航天通信,600677.sh,2014-12-16,微弱控盘,17.75,0,0,0,0,0,0,0,0,-1
600678,四川金顶,600678.sh,2015-04-10,强烈控盘,14.08,17.32,17.50,90711,15840,17.74,17.10,17.26,2,0.239
600679,金山开发,600679.sh,2015-01-20,微弱控盘,14.61,0,0,0,0,0,0,0,0,-1
600680,上海普天,600680.sh,2015-04-10,强烈控盘,21.45,25.54,25.61,74117,19377,26.62,25.36,26.20,2,0.23
600681,万鸿集团,600681.sh,2015-03-12,强烈控盘,8.2,0,0,0,0,0,0,0,0,-1
600682,南京新百,600682.sh,2015-04-10,强烈控盘,22.23,40.17,40.50,79864,33848,43.44,40.50,42.85,2,0.943
600683,京投银泰,600683.sh,2015-04-10,强烈控盘,7.7,11.54,11.54,99047,11791,12.25,11.40,12.06,2,0.564
600684,珠江实业,600684.sh,2015-04-10,强烈控盘,8.84,12.05,12.70,1041567,134753,13.26,12.24,13.20,2,0.484
600685,广船国际,600685.sh,2015-04-10,中度控盘,38.56,41.99,41.79,77959,32633,42.32,41.40,42.01,2,0.09
600686,金龙汽车,600686.sh,2015-04-10,强烈控盘,15.51,19.95,19.96,59328,11601,19.98,19.00,19.70,2,0.266
600687,刚泰控股,600687.sh,2015-04-10,强烈控盘,27.05,29.98,30.35,233073,75472,32.98,30.35,32.98,2,0.218
600688,上海石化,600688.sh,2015-04-10,强烈控盘,5.24,6.08,6.10,1098455,67930,6.30,6.02,6.16,2,0.185
600690,青岛海尔,600690.sh,2015-04-10,强烈控盘,20.55,27.29,27.38,370848,100544,27.46,26.88,27.06,2,0.318
600691,*ST阳化,600691.sh,2015-04-09,强烈控盘,5.81,6.11,6.00,851463,50548,6.11,5.80,6.01,2,0.024
600692,亚通股份,600692.sh,2015-04-10,强烈控盘,13.2,14.15,14.24,163737,23391,14.65,13.99,14.50,2,0.075
600693,东百集团,600693.sh,2015-04-10,强烈控盘,10.62,13.28,13.02,93424,12240,13.37,12.90,13.20,2,0.237
600694,大商股份,600694.sh,2015-04-10,强烈控盘,47.84,68.04,69.79,71749,50627,73.01,67.79,70.80,2,0.511
600695,绿庭投资,600695.sh,2015-04-10,强烈控盘,9.65,0,0,0,0,0,0,0,0,-1
600696,多伦股份,600696.sh,2015-04-10,强烈控盘,11.57,12.55,12.60,279331,36125,13.59,12.60,13.19,2,0.114
600697,欧亚集团,600697.sh,2015-04-10,高度控盘,26.14,29.79,30.60,77348,24427,32.77,30.31,32.68,2,0.227
600698,湖南天雁,600698.sh,2015-04-10,强烈控盘,8.11,10.28,10.30,214154,22436,10.63,10.20,10.38,2,0.306
600699,均胜电子,600699.sh,2015-04-10,强烈控盘,30.62,38.02,37.85,92891,34657,37.85,36.51,37.15,2,0.221
600701,工大高新,600701.sh,2014-10-31,高度控盘,5.54,0,0,0,0,0,0,0,0,-1
600702,沱牌舍得,600702.sh,2015-04-10,强烈控盘,19.64,20.40,20.43,110241,22451,20.68,20.05,20.38,2,0.049
600703,三安光电,600703.sh,2015-04-10,强烈控盘,18.53,21.98,22.19,382951,84947,22.59,21.85,22.24,2,0.192
600704,物产中大,600704.sh,2015-04-10,强烈控盘,19.94,25.64,25.90,480223,125676,27.27,24.94,26.19,2,0.344
600705,中航资本,600705.sh,2015-04-10,强烈控盘,23.57,24.95,25.00,932904,231349,25.21,24.58,24.89,2,0.049
600706,曲江文旅,600706.sh,2015-04-10,强烈控盘,18.74,19.99,19.99,34787,7029,20.80,19.60,20.26,2,0.085
600707,彩虹股份,600707.sh,2015-04-10,强烈控盘,11.79,14.36,14.30,173343,25022,14.88,14.12,14.66,2,0.217
600708,海博股份,600708.sh,2015-04-10,强烈控盘,12.54,15.13,15.41,126307,19358,15.80,15.10,15.22,2,0.213
600710,常林股份,600710.sh,2015-04-10,强烈控盘,6.26,7.11,7.12,309499,22554,7.45,7.08,7.37,2,0.171
600711,盛屯矿业,600711.sh,2015-04-10,强烈控盘,14.26,13.43,13.80,741235,103572,14.24,13.69,13.94,2,-0.019
600712,南宁百货,600712.sh,2015-04-10,强烈控盘,7.18,9.27,9.29,261513,23679,9.32,8.88,9.06,2,0.266
600713,南京医药,600713.sh,2015-04-10,强烈控盘,9.35,10.25,10.78,494793,53974,11.28,10.61,11.28,2,0.206
600714,金瑞矿业,600714.sh,2015-04-10,强烈控盘,12.64,14.59,14.59,45859,6730,14.90,14.45,14.63,2,0.174
600715,*ST松辽,600715.sh,2015-04-10,强烈控盘,19.1,25.96,25.90,18453,4688,26.08,24.69,25.58,2,0.346
600716,凤凰股份,600716.sh,2015-04-10,强烈控盘,11.75,14.78,14.98,224016,34766,16.15,14.78,15.76,2,0.352
600717,天津港,600717.sh,2015-04-10,高度控盘,18.94,20.21,20.25,244994,49560,20.45,20.01,20.27,2,0.069
600718,东软集团,600718.sh,2015-04-10,强烈控盘,23.92,27.39,27.39,323509,89004,28.20,26.80,27.78,2,0.173
600719,大连热电,600719.sh,2015-03-25,强烈控盘,9.75,0,0,0,0,0,0,0,0,-1
600720,祁连山,600720.sh,2015-04-10,强烈控盘,11.37,11.88,11.92,378746,45902,12.47,11.85,12.32,2,0.068
600721,百花村,600721.sh,2015-04-10,强烈控盘,11.95,15.92,15.89,40641,6480,16.20,15.61,15.98,2,0.326
600722,金牛化工,600722.sh,2015-03-27,强烈控盘,5.78,0,0,0,0,0,0,0,0,-1
600723,首商股份,600723.sh,2015-04-10,强烈控盘,8.78,11.11,11.18,128114,14384,11.40,11.03,11.22,2,0.288
600724,宁波富达,600724.sh,2015-04-10,强烈控盘,5.75,7.28,7.28,178043,13040,7.48,7.17,7.35,2,0.283
600725,云维股份,600725.sh,2014-12-17,中度控盘,4.71,0,0,0,0,0,0,0,0,-1
600726,华电能源,600726.sh,2015-04-10,强烈控盘,4.72,5.34,5.37,405439,22507,5.68,5.37,5.61,2,0.201
600727,鲁北化工,600727.sh,2015-04-10,强烈控盘,6.97,9.49,9.65,117304,11555,10.28,9.38,9.92,2,0.43
600728,佳都科技,600728.sh,2015-04-10,强烈控盘,22.82,29.85,31.50,202046,64438,32.84,30.60,32.84,2,0.439
600729,重庆百货,600729.sh,2015-04-10,强烈控盘,26.16,29.41,29.60,80627,24295,30.55,29.60,30.01,2,0.16
600730,中国高科,600730.sh,2015-04-10,强烈控盘,15.1,19.29,19.46,129749,25893,20.56,19.46,19.91,2,0.314
600731,湖南海利,600731.sh,2015-04-10,强烈控盘,9.5,11.15,11.12,64282,7192,11.33,10.95,11.24,2,0.179
600732,上海新梅,600732.sh,2015-04-10,强烈控盘,7.97,8.75,8.69,170941,14762,8.75,8.52,8.61,2,0.092
600734,实达集团,600734.sh,2015-04-10,强烈控盘,7.83,9.06,8.99,339418,30758,9.30,8.90,9.03,2,0.155
600735,新华锦,600735.sh,2015-04-10,强烈控盘,19.51,23.96,23.90,57986,14007,24.60,23.70,24.29,2,0.239
600736,苏州高新,600736.sh,2015-04-10,强烈控盘,6.98,7.82,7.82,717213,59709,8.60,7.82,8.60,2,0.232
600737,中粮屯河,600737.sh,2015-04-10,强烈控盘,10.56,13.53,14.60,1455837,203482,14.60,13.56,13.79,2,0.328
600738,兰州民百,600738.sh,2015-04-10,强烈控盘,8.85,9.58,9.56,107803,10550,9.98,9.55,9.78,2,0.119
600739,辽宁成大,600739.sh,2015-04-10,强烈控盘,25.34,29.65,30.13,515648,154689,30.40,29.63,29.65,2,0.176
600740,山西焦化,600740.sh,2015-04-10,强烈控盘,7.35,8.05,8.04,248947,20175,8.20,8.01,8.14,2,0.11
600741,华域汽车,600741.sh,2015-03-12,强烈控盘,13.93,0,0,0,0,0,0,0,0,-1
600742,一汽富维,600742.sh,2015-04-10,高度控盘,33.08,36.18,36.61,89481,33575,37.98,36.61,37.34,2,0.141
600743,华远地产,600743.sh,2015-04-10,强烈控盘,4.8,6.46,6.46,231450,15048,6.57,6.42,6.49,2,0.36
600744,华银电力,600744.sh,2015-04-10,强烈控盘,5.81,6.27,6.34,151063,9628,6.49,6.26,6.41,2,0.107
600745,中茵股份,600745.sh,2014-12-09,轻度控盘,12.71,0,0,0,0,0,0,0,0,-1
600746,江苏索普,600746.sh,2015-04-10,强烈控盘,9.11,10.79,10.68,162852,17833,11.24,10.57,10.87,2,0.216
600747,大连控股,600747.sh,2015-02-03,微弱控盘,6.62,0,0,0,0,0,0,0,0,-1
600748,上实发展,600748.sh,2015-03-18,强烈控盘,11.63,0,0,0,0,0,0,0,0,-1
600749,西藏旅游,600749.sh,2015-04-10,强烈控盘,14.99,18.69,20.19,173232,34401,20.40,19.26,19.94,2,0.325
600750,江中药业,600750.sh,2015-04-10,强烈控盘,25.69,32.08,32.20,82364,27188,34.36,31.55,33.60,2,0.331
600751,天津海运,600751.sh,2015-04-10,强烈控盘,13.77,13.96,13.90,146289,20239,14.01,13.65,13.90,2,0.009
600753,东方银星,600753.sh,2015-04-10,强烈控盘,19.34,24.40,24.00,64649,16481,26.08,23.60,25.55,2,0.334
600754,锦江股份,600754.sh,2015-04-10,强烈控盘,22.75,28.46,28.40,33111,9418,28.71,28.17,28.50,2,0.251
600755,厦门国贸,600755.sh,2015-04-10,强烈控盘,13.71,15.19,15.22,951134,144772,15.50,14.86,15.19,2,0.116
600756,浪潮软件,600756.sh,2015-01-12,微弱控盘,24.89,0,0,0,0,0,0,0,0,-1
600757,长江传媒,600757.sh,2015-04-10,强烈控盘,10.7,13.86,13.78,246322,34226,14.10,13.62,13.85,2,0.302
600758,红阳能源,600758.sh,2015-04-10,强烈控盘,10.67,12.34,12.80,46419,5929,12.99,12.50,12.68,2,0.203
600759,洲际油气,600759.sh,2015-04-10,中度控盘,11.18,14.50,14.54,977217,142523,14.97,14.20,14.47,2,0.29
600760,中航黑豹,600760.sh,2015-04-10,强烈控盘,13.08,13.52,13.59,158466,21703,13.95,13.37,13.73,2,0.056
600761,安徽合力,600761.sh,2015-04-10,强烈控盘,15.8,16.70,16.75,164294,27767,17.18,16.75,16.84,2,0.068
600763,通策医疗,600763.sh,2015-04-10,强烈控盘,48.56,71.33,72.20,11793,9177,78.46,72.20,78.46,2,0.616
600764,中电广通,600764.sh,2015-04-10,强烈控盘,13.56,17.81,17.90,52473,9430,18.55,17.20,18.21,2,0.361
600765,中航重机,600765.sh,2015-04-10,强烈控盘,24.09,25.59,25.67,215859,54801,25.80,25.03,25.53,2,0.06
600766,园城黄金,600766.sh,2015-04-10,强烈控盘,12.51,12.52,12.52,128816,16529,13.09,12.50,12.88,2,0.034
600767,运盛实业,600767.sh,2015-04-10,强烈控盘,20.83,26.84,26.30,184469,48648,27.38,25.66,26.41,2,0.273
600768,宁波富邦,600768.sh,2015-04-10,强烈控盘,14.1,19.71,19.30,31701,6098,19.65,19.01,19.24,2,0.367
600769,祥龙电业,600769.sh,2015-04-10,强烈控盘,9.45,13.16,13.25,127460,16836,13.46,13.00,13.14,2,0.392
600770,综艺股份,600770.sh,2015-04-10,强烈控盘,13.37,16.20,16.31,284162,46529,16.79,16.03,16.42,2,0.226
600771,广誉远,600771.sh,2015-04-10,强烈控盘,29.7,36.22,36.38,85370,33100,39.84,36.35,39.84,2,0.341
600773,西藏城投,600773.sh,2015-04-10,强烈控盘,15.23,18.50,18.48,122452,22222,18.52,17.91,18.15,2,0.196
600774,汉商集团,600774.sh,2015-04-10,强烈控盘,14.66,23.19,23.29,11860,2759,23.90,22.89,22.96,2,0.571
600775,南京熊猫,600775.sh,2015-04-10,强烈控盘,13.86,16.26,16.30,139549,22591,16.46,16.01,16.29,2,0.178
600776,东方通信,600776.sh,2015-04-10,强烈控盘,11.56,15.70,15.82,234157,37007,16.36,15.00,15.99,2,0.402
600777,新潮实业,600777.sh,2014-11-24,轻度控盘,10.97,0,0,0,0,0,0,0,0,-1
600778,友好集团,600778.sh,2015-04-10,强烈控盘,10.78,11.46,11.50,114361,13313,11.75,11.46,11.64,2,0.087
600779,水井坊,600779.sh,2015-04-10,强烈控盘,10.53,11.81,11.73,262444,30897,11.96,11.60,11.77,2,0.13
600780,通宝能源,600780.sh,2015-04-10,强烈控盘,7.4,9.16,9.17,192569,17567,9.33,9.00,9.18,2,0.255
600781,辅仁药业,600781.sh,2015-04-10,强烈控盘,20.68,23.52,23.52,44421,10403,23.97,23.10,23.68,2,0.142
600782,新钢股份,600782.sh,2015-04-10,强烈控盘,5.84,8.69,8.67,230311,20092,8.95,8.50,8.72,2,0.493
600783,鲁信创投,600783.sh,2015-04-10,强烈控盘,30.42,37.18,37.17,94552,35281,37.98,36.82,37.42,2,0.237
600784,鲁银投资,600784.sh,2015-04-10,强烈控盘,12.44,12.99,13.00,227866,30197,13.50,12.90,13.27,2,0.081
600785,新华百货,600785.sh,2015-04-10,强烈控盘,16.33,17.33,17.50,64725,11429,17.85,17.34,17.67,2,0.089
600787,中储股份,600787.sh,2015-04-10,强烈控盘,12.38,13.65,13.76,419337,57869,13.98,13.60,13.82,2,0.121
600789,鲁抗医药,600789.sh,2015-04-10,强烈控盘,10.8,12.37,12.34,401484,50344,12.95,12.20,12.61,2,0.173
600790,轻纺城,600790.sh,2015-04-10,强烈控盘,11.78,15.59,15.83,466174,72998,16.51,15.08,16.36,2,0.337
600791,京能置业,600791.sh,2015-04-10,强烈控盘,7.83,9.38,9.31,136683,13056,9.75,9.31,9.49,2,0.22
600792,云煤能源,600792.sh,2015-04-10,强烈控盘,7.49,8.12,8.13,214442,17481,8.28,8.05,8.17,2,0.095
600794,保税科技,600794.sh,2015-04-10,强烈控盘,10.41,11.70,11.70,429616,49375,11.75,11.35,11.46,2,0.103
600795,国电电力,600795.sh,2015-04-10,强烈控盘,4.17,4.44,4.45,7776690,350956,4.58,4.44,4.52,2,0.089
600796,钱江生化,600796.sh,2015-04-10,强烈控盘,9.2,11.10,11.16,126443,14750,12.08,11.16,11.71,2,0.283
600797,浙大网新,600797.sh,2015-02-10,中度控盘,9.01,0,0,0,0,0,0,0,0,-1
600798,宁波海运,600798.sh,2015-04-10,强烈控盘,6.79,9.41,9.41,355578,33767,9.80,9.29,9.47,2,0.399
600800,天津磁卡,600800.sh,2015-04-10,强烈控盘,9.4,10.65,10.70,293120,32115,11.16,10.65,10.83,2,0.169
600801,华新水泥,600801.sh,2015-04-10,强烈控盘,10.48,11.70,11.73,262119,30852,11.88,11.64,11.81,2,0.129
600802,福建水泥,600802.sh,2015-04-10,强烈控盘,10.62,11.73,11.75,194686,23455,12.33,11.75,12.08,2,0.147
600803,新奥股份,600803.sh,2015-04-10,强烈控盘,15.84,20.48,20.49,100202,20191,20.85,19.74,20.05,2,0.287
600804,鹏博士,600804.sh,2015-04-10,强烈控盘,27.38,32.63,32.79,398509,130507,33.31,31.82,32.92,2,0.209
600805,悦达投资,600805.sh,2015-04-10,强烈控盘,13.84,14.87,14.95,351223,53529,15.47,14.95,15.29,2,0.114
600806,昆明机床,600806.sh,2015-03-02,中度控盘,8.3,0,0,0,0,0,0,0,0,-1
600807,天业股份,600807.sh,2015-04-10,强烈控盘,11.45,14.15,14.15,100646,14247,14.65,13.88,14.57,2,0.245
600808,马钢股份,600808.sh,2015-04-10,强烈控盘,3.94,4.79,4.85,2464468,122653,5.25,4.79,5.09,2,0.264
600809,山西汾酒,600809.sh,2015-04-10,强烈控盘,20.78,23.93,24.51,165534,39758,24.55,23.70,23.84,2,0.165
600810,神马股份,600810.sh,2015-04-10,强烈控盘,8.32,10.68,10.70,76774,8408,11.19,10.63,11.04,2,0.334
600811,东方集团,600811.sh,2015-04-10,强烈控盘,10.72,13.05,13.47,641377,89283,14.32,13.47,13.86,2,0.291
600812,华北制药,600812.sh,2015-04-10,强烈控盘,7.31,8.61,8.65,448757,40264,9.20,8.65,9.03,2,0.254
600814,杭州解百,600814.sh,2015-04-10,强烈控盘,10.81,14.59,14.35,242931,34338,14.42,13.93,14.18,2,0.309
600815,厦工股份,600815.sh,2015-04-10,强烈控盘,10.96,13.47,13.45,343501,45676,13.80,12.96,13.46,2,0.207
600816,安信信托,600816.sh,2015-04-10,强烈控盘,34.15,38.56,38.50,157983,60647,39.47,37.95,38.01,2,0.114
600818,中路股份,600818.sh,2015-04-10,强烈控盘,26.7,32.37,32.60,68165,23235,35.58,32.02,34.44,2,0.291
600819,耀皮玻璃,600819.sh,2015-04-10,强烈控盘,9.38,10.36,10.43,147761,15696,10.76,10.40,10.69,2,0.133
600820,隧道股份,600820.sh,2015-04-10,强烈控盘,10.15,13.64,13.97,1516240,210982,14.94,13.30,14.43,2,0.343
600821,津劝业,600821.sh,2015-04-10,强烈控盘,7.31,8.77,8.79,191017,17553,9.45,8.79,9.22,2,0.271
600822,上海物贸,600822.sh,2015-04-10,强烈控盘,11.41,12.85,12.98,82421,10621,13.06,12.71,12.93,2,0.135
600823,世茂股份,600823.sh,2015-04-10,强烈控盘,14.27,20.80,20.92,113592,24094,21.48,20.92,21.13,2,0.491
600824,益民集团,600824.sh,2015-04-10,强烈控盘,8.53,10.22,10.22,241558,25068,10.62,10.15,10.40,2,0.231
600825,新华传媒,600825.sh,2015-04-10,强烈控盘,13.44,15.18,15.00,289504,43389,15.33,14.77,15.17,2,0.125
600826,兰生股份,600826.sh,2015-04-10,强烈控盘,23.7,33.99,33.99,71858,24132,34.33,33.17,33.39,2,0.418
600827,百联股份,600827.sh,2015-03-04,轻度控盘,17.77,0,0,0,0,0,0,0,0,-1
600828,成商集团,600828.sh,2015-04-10,强烈控盘,7,8.47,8.48,106408,9199,8.76,8.48,8.67,2,0.25
600829,三精制药,600829.sh,2015-04-10,强烈控盘,12.83,18.78,18.79,132184,25316,19.60,18.41,19.11,2,0.517
600830,香溢融通,600830.sh,2015-04-10,强烈控盘,14.62,16.68,16.78,278672,48492,17.91,16.78,17.34,2,0.2
600831,广电网络,600831.sh,2015-04-10,强烈控盘,16.73,16.55,16.55,186231,31130,16.93,16.38,16.73,2,0.004
600832,东方明珠,600832.sh,2015-04-10,高度控盘,14.34,16.29,16.34,431217,69742,16.43,16.02,16.22,2,0.126
600833,第一医药,600833.sh,2015-04-10,强烈控盘,16.45,19.14,19.12,75706,14741,20.05,19.00,19.79,2,0.185
600834,申通地铁,600834.sh,2015-04-10,强烈控盘,10.82,14.22,14.20,79337,11393,14.62,14.08,14.49,2,0.322
600835,上海机电,600835.sh,2015-04-10,强烈控盘,22.88,25.69,25.72,130728,33848,26.26,25.46,26.09,2,0.131
600836,界龙实业,600836.sh,2015-04-10,高度控盘,18.92,19.57,19.90,88426,17586,20.08,19.62,19.85,2,0.052
600837,海通证券,600837.sh,2015-04-10,强烈控盘,23.58,27.44,27.50,2931439,789222,27.59,26.55,27.07,2,0.138
600838,上海九百,600838.sh,2015-04-10,强烈控盘,13.51,14.30,14.29,181167,26067,14.68,14.17,14.51,2,0.073
600839,四川长虹,600839.sh,2015-04-10,强烈控盘,5.68,6.52,6.57,1408763,91204,6.57,6.42,6.46,2,0.136
600841,上柴股份,600841.sh,2015-04-10,强烈控盘,12.04,14.41,14.97,93422,13671,14.97,14.33,14.42,2,0.22
600843,上工申贝,600843.sh,2015-04-10,强烈控盘,14.29,16.19,16.11,146079,23998,16.89,16.00,16.35,2,0.165
600844,丹化科技,600844.sh,2015-04-10,强烈控盘,8.53,10.30,10.30,186166,19164,10.46,10.10,10.30,2,0.217
600845,宝信软件,600845.sh,2015-04-10,强烈控盘,40.06,58.64,58.29,16488,9577,59.17,57.00,58.22,2,0.455
600846,同济科技,600846.sh,2015-04-10,强烈控盘,11.38,12.99,13.07,320296,42093,13.58,12.84,13.32,2,0.144
600847,万里股份,600847.sh,2015-04-10,强烈控盘,18.71,26.70,26.70,13212,3591,27.55,26.51,26.51,2,0.455
600848,自仪股份,600848.sh,2015-04-10,强烈控盘,14.19,19.43,19.60,140619,28436,21.30,19.50,20.69,2,0.482
600850,华东电脑,600850.sh,2015-04-10,强烈控盘,48.52,57.25,57.20,30372,17527,58.78,56.31,57.40,2,0.195
600851,海欣股份,600851.sh,2015-04-10,强烈控盘,10.49,13.27,13.36,492644,69711,14.60,13.36,14.60,2,0.372
600853,龙建股份,600853.sh,2015-04-10,强烈控盘,6.89,7.91,8.41,504078,42629,8.65,8.25,8.51,2,0.222
600854,春兰股份,600854.sh,2015-04-10,强烈控盘,6.53,8.11,8.05,98340,7966,8.20,8.01,8.13,2,0.24
600855,航天长峰,600855.sh,2015-04-10,中度控盘,29.22,29.29,29.30,86711,25366,29.65,28.83,29.36,2,0.011
600856,长百集团,600856.sh,2015-04-10,强烈控盘,16.6,21.24,21.70,102241,23114,23.36,21.70,22.50,2,0.37
600857,工大首创,600857.sh,2015-04-10,强烈控盘,18.36,25.27,26.90,51534,14060,27.80,26.22,27.80,2,0.514
600858,银座股份,600858.sh,2015-01-09,强烈控盘,8.79,0,0,0,0,0,0,0,0,-1
600859,王府井,600859.sh,2015-04-10,强烈控盘,23.27,30.13,30.40,113749,34064,30.73,29.34,29.85,2,0.294
600861,北京城乡,600861.sh,2015-04-10,强烈控盘,10.91,14.11,14.00,87879,12220,14.09,13.74,13.95,2,0.278
600862,南通科技,600862.sh,2015-04-10,强烈控盘,13.6,17.79,17.89,118682,21223,18.10,17.59,18.00,2,0.323
600863,内蒙华电,600863.sh,2015-04-10,强烈控盘,4.35,4.80,4.82,1317397,64392,4.95,4.80,4.90,2,0.136
600864,哈投股份,600864.sh,2015-04-10,强烈控盘,14.6,19.13,19.32,214471,43490,20.99,19.32,20.07,2,0.384
600865,百大集团,600865.sh,2015-04-10,强烈控盘,12.88,18.15,18.14,148276,26150,18.14,17.42,17.53,2,0.373
600866,星湖科技,600866.sh,2015-03-18,强烈控盘,7.44,0,0,0,0,0,0,0,0,-1
600867,通化东宝,600867.sh,2015-04-10,强烈控盘,18.52,24.87,25.01,266068,66589,25.61,24.59,25.01,2,0.343
600868,梅雁吉祥,600868.sh,2015-04-10,强烈控盘,4.68,5.59,5.58,594980,33542,5.69,5.58,5.64,2,0.203
600869,智慧能源,600869.sh,2015-04-10,强烈控盘,13.84,21.37,21.47,193770,42725,23.02,21.00,22.52,2,0.645
600870,厦华电子,600870.sh,2014-12-31,微弱控盘,8.89,0,0,0,0,0,0,0,0,-1
600872,中炬高新,600872.sh,2015-04-10,强烈控盘,12.93,16.19,16.20,248312,40979,16.94,15.90,16.58,2,0.293
600873,梅花生物,600873.sh,2015-04-10,强烈控盘,8.28,11.04,11.50,1680046,195614,12.10,11.23,11.62,2,0.402
600874,创业环保,600874.sh,2015-04-10,强烈控盘,12.69,14.10,14.10,169934,24332,14.48,14.10,14.28,2,0.132
600875,东方电气,600875.sh,2015-04-10,强烈控盘,20.85,22.94,23.03,592189,134966,23.14,22.55,22.86,2,0.091
600876,洛阳玻璃,600876.sh,2015-04-10,强烈控盘,10.38,13.13,13.46,54603,7190,13.46,12.98,13.09,2,0.272
600877,中国嘉陵,600877.sh,2015-04-10,强烈控盘,8.88,10.11,10.18,249546,25330,10.31,10.01,10.15,2,0.145
600879,航天电子,600879.sh,2015-04-10,强烈控盘,18.96,19.75,19.75,308519,61080,20.08,19.49,19.92,2,0.052
600880,博瑞传播,600880.sh,2015-04-10,强烈控盘,14.9,15.67,15.67,340322,53100,15.80,15.40,15.63,2,0.058
600881,亚泰集团,600881.sh,2015-04-10,强烈控盘,8.65,11.06,11.97,357420,43333,12.17,11.92,12.17,2,0.407
600882,华联矿业,600882.sh,2015-04-10,强烈控盘,9.92,11.25,11.25,116489,13030,11.34,11.06,11.19,2,0.136
600883,博闻科技,600883.sh,2015-04-10,强烈控盘,11.27,14.71,14.69,71047,10513,15.20,14.31,14.80,2,0.336
