code,name,market,main_cost_year,main_cost_month_day,main_cost_value,yesterday,open,volumn,turn_volumn,high,low,lastest_value,type,ratio
000038,深大通,000038.sz,2015,323,22.81,0,0,0,0,0,0,0,0,-1
000039,中集集团,000039.sz,2015,403,20.71,23.18,23.45,428159,105390,25.24,23.45,24.54,2,0.185
000040,宝安地产,000040.sz,2015,403,7.13,8.98,8.98,99151,8927,9.12,8.86,9.12,2,0.279
000042,中洲控股,000042.sz,2015,403,15.41,21.78,21.90,135121,30950,23.50,21.90,23.10,2,0.499
000043,中航地产,000043.sz,2015,403,10.4,11.88,11.98,220417,26298,12.10,11.78,12.01,2,0.155
000045,深纺织Ａ,000045.sz,2015,403,10.86,12.74,12.74,84889,11089,13.34,12.58,13.04,2,0.201
000046,泛海控股,000046.sz,2015,403,9.57,14.77,16.25,141361,22971,16.25,16.25,16.25,2,0.698
000048,康达尔,000048.sz,2015,403,12.3,15.92,15.95,70268,11389,16.63,15.80,16.46,2,0.338
000049,德赛电池,000049.sz,2015,403,39.58,43.80,43.98,75825,33630,45.33,43.81,43.96,2,0.111
000050,深天马Ａ,000050.sz,2015,403,24.16,27.22,27.37,128655,35250,27.60,27.00,27.43,2,0.135
000055,方大集团,000055.sz,2015,403,10.33,11.24,11.32,143987,16466,11.80,11.18,11.73,2,0.136
000056,深国商,000056.sz,2015,403,17.51,20.83,20.66,106767,23796,22.91,20.66,22.91,2,0.308
000058,深赛格,000058.sz,2015,403,9.22,10.98,11.01,190060,21207,11.48,10.89,11.38,2,0.234
000059,华锦股份,000059.sz,2015,403,9.7,10.71,10.78,366526,39728,10.99,10.72,10.75,2,0.108
000060,中金岭南,000060.sz,2015,403,11.11,14.10,14.61,1139941,175092,15.51,14.61,15.24,2,0.372
000061,农产品,000061.sz,2015,403,13.09,15.95,15.96,202099,32699,16.47,15.96,16.25,2,0.241
000062,深圳华强,000062.sz,2015,312,21.08,0,0,0,0,0,0,0,0,-1
000063,中兴通讯,000063.sz,2015,403,19.96,22.33,23.67,1071876,254639,24.27,23.45,23.51,2,0.178
000065,北方国际,000065.sz,2015,403,19.82,21.95,22.02,184866,43563,24.15,22.02,24.15,2,0.218
000066,长城电脑,000066.sz,2015,403,11.94,17.87,17.94,256324,44640,17.94,17.01,17.31,2,0.45
000068,华控赛格,000068.sz,2015,126,8.94,0,0,0,0,0,0,0,0,-1
000069,华侨城Ａ,000069.sz,2015,403,8.7,9.49,9.51,886059,84454,9.60,9.48,9.54,2,0.097
000070,特发信息,000070.sz,2014,912,10.35,0,0,0,0,0,0,0,0,-1
000078,海王生物,000078.sz,2015,403,12.43,15.79,17.00,610138,104637,17.37,16.50,17.37,2,0.397
000088,盐田港,000088.sz,2015,403,9.91,11.07,11.15,289782,32342,11.23,11.11,11.18,2,0.128
000089,深圳机场,000089.sz,2015,403,6.22,8.32,8.32,272826,23407,8.87,8.32,8.78,2,0.412
000090,天健集团,000090.sz,2015,403,15.26,18.80,19.00,131355,25933,20.40,19.00,19.98,2,0.309
000096,广聚能源,000096.sz,2015,403,8.52,10.17,10.19,164112,17648,11.10,10.19,10.93,2,0.283
000099,中信海直,000099.sz,2015,403,15.41,17.17,17.27,147797,25220,17.31,16.96,17.08,2,0.108
000100,TCL集团,000100.sz,2015,403,5.36,6.18,6.39,3534754,228790,6.64,6.35,6.41,2,0.196
000150,宜华地产,000150.sz,2015,403,27.4,45.95,45.68,28984,13682,48.88,45.10,48.30,2,0.763
000151,中成股份,000151.sz,2015,403,21.09,22.81,22.83,97397,22562,23.55,22.68,23.45,2,0.112
000153,丰原药业,000153.sz,2015,403,13.03,14.46,14.50,224958,33918,15.68,14.50,15.25,2,0.17
000155,川化股份,000155.sz,2015,403,9.24,9.96,9.66,314721,31898,10.46,9.66,10.40,2,0.126
000156,华数传媒,000156.sz,2015,403,40.46,49.70,49.70,42142,20818,49.99,48.49,49.40,2,0.221
000157,中联重科,000157.sz,2015,403,6.65,7.47,7.61,2266514,176674,7.96,7.61,7.78,2,0.17
000158,常山股份,000158.sz,2015,403,13.48,17.89,17.68,130552,22965,17.88,17.44,17.54,2,0.301
000159,国际实业,000159.sz,2015,403,12.03,14.29,14.55,199133,28464,14.55,14.10,14.31,2,0.19
000301,东方市场,000301.sz,2015,403,5.48,7.25,7.25,417905,30092,7.30,7.11,7.18,2,0.31
000333,美的集团,000333.sz,2015,403,26.71,33.88,34.31,243002,83408,34.89,33.94,34.09,2,0.276
000338,潍柴动力,000338.sz,2015,403,28.08,32.24,32.50,356208,118374,33.63,32.50,33.16,2,0.181
000400,许继电气,000400.sz,2015,403,27.58,31.81,31.72,302988,94826,31.75,31.06,31.16,2,0.13
000401,冀东水泥,000401.sz,2015,403,12.77,19.58,19.71,321764,61693,19.79,18.60,19.50,2,0.527
000402,金融街,000402.sz,2015,403,10.22,11.99,12.05,553685,67707,12.39,12.05,12.23,2,0.197
000404,华意压缩,000404.sz,2015,403,8.4,9.41,9.45,134131,12693,9.55,9.36,9.48,2,0.129
000407,胜利股份,000407.sz,2015,403,7.55,9.15,9.15,271714,25496,9.58,9.15,9.40,2,0.245
000408,金谷源,000408.sz,2015,403,12.61,15.75,15.75,67677,10656,15.90,15.51,15.77,2,0.251
000409,山东地矿,000409.sz,2015,403,13.51,16.00,16.10,141410,23118,16.96,15.85,16.65,2,0.232
000410,沈阳机床,000410.sz,2015,302,16.9,0,0,0,0,0,0,0,0,-1
000411,英特集团,000411.sz,2014,1127,17.01,0,0,0,0,0,0,0,0,-1
000413,东旭光电,000413.sz,2015,403,11.33,12.19,12.30,874695,107080,12.37,12.11,12.27,2,0.083
000415,渤海租赁,000415.sz,2015,116,11.95,0,0,0,0,0,0,0,0,-1
000416,民生控股,000416.sz,2015,403,10.84,12.48,12.75,155666,19621,12.77,12.43,12.65,2,0.167
000417,合肥百货,000417.sz,2015,403,9.69,11.30,11.31,225982,25489,11.52,11.15,11.48,2,0.185
000418,小天鹅Ａ,000418.sz,2015,403,15,19.21,19.18,35455,6757,19.21,18.95,19.01,2,0.267
000419,通程控股,000419.sz,2015,403,7.76,9.22,9.28,115690,10718,9.35,9.20,9.28,2,0.196
000420,吉林化纤,000420.sz,2015,403,6.12,6.96,7.04,104948,7448,7.16,7.03,7.12,2,0.163
000421,南京中北,000421.sz,2015,403,8.35,10.37,10.34,95816,9767,10.34,10.08,10.22,2,0.224
000422,湖北宜化,000422.sz,2015,403,7.66,8.59,8.65,308800,27073,8.88,8.64,8.75,2,0.142
000423,东阿阿胶,000423.sz,2015,403,39.4,44.85,45.18,159632,73059,46.30,45.18,45.83,2,0.163
000425,徐工机械,000425.sz,2015,403,13.87,15.15,15.25,662894,102103,15.65,15.20,15.37,2,0.108
000426,兴业矿业,000426.sz,2015,403,12.84,14.85,14.96,159005,23728,15.14,14.71,14.96,2,0.165
000428,华天酒店,000428.sz,2015,403,7.35,9.78,9.82,228340,23075,10.30,9.80,10.13,2,0.378
000429,粤高速Ａ,000429.sz,2015,403,5.19,6.30,6.32,177618,11504,6.60,6.32,6.49,2,0.25
000430,张家界,000430.sz,2015,403,9.5,10.91,10.93,79623,8872,11.37,10.87,11.24,2,0.183
000488,晨鸣纸业,000488.sz,2015,403,7.25,7.62,7.74,472263,37649,8.10,7.74,7.98,2,0.101
000498,山东路桥,000498.sz,2015,403,6.91,7.29,7.29,352617,26464,7.65,7.28,7.60,2,0.1
000501,鄂武商Ａ,000501.sz,2015,403,16.17,20.25,20.47,53195,10832,20.64,20.12,20.28,2,0.254
000502,绿景控股,000502.sz,2015,227,10.77,0,0,0,0,0,0,0,0,-1
000503,海虹控股,000503.sz,2015,320,34.42,0,0,0,0,0,0,0,0,-1
000505,珠江控股,000505.sz,2015,403,8.4,11.02,11.09,59118,6526,11.15,10.91,11.05,2,0.315
000506,中润资源,000506.sz,2015,327,6.43,0,0,0,0,0,0,0,0,-1
000507,珠海港,000507.sz,2015,403,10.6,11.12,11.56,575780,66025,11.71,11.35,11.48,2,0.083
000509,华塑控股,000509.sz,2015,403,6.46,7.88,7.71,456507,35568,8.06,7.52,7.80,2,0.207
000510,金路集团,000510.sz,2015,116,6.75,0,0,0,0,0,0,0,0,-1
000511,烯碳新材,000511.sz,2015,403,11.2,12.17,12.17,577511,71257,12.55,12.08,12.33,2,0.101
000513,丽珠集团,000513.sz,2015,403,49.73,61.90,62.00,21560,13823,65.00,62.00,64.05,2,0.288
000514,渝开发,000514.sz,2015,403,7.29,10.32,10.29,234530,23914,10.45,10.08,10.39,2,0.425
000516,开元投资,000516.sz,2015,403,17.58,20.45,20.40,166689,34213,20.67,20.30,20.50,2,0.166
000517,荣安地产,000517.sz,2015,403,12.33,15.59,16.10,386167,63863,17.15,15.89,17.15,2,0.391
000518,四环生物,000518.sz,2015,306,5.88,0,0,0,0,0,0,0,0,-1
000519,江南红箭,000519.sz,2015,403,16.42,18.43,18.55,100697,18736,18.75,18.44,18.64,2,0.135
000521,美菱电器,000521.sz,2015,403,6.84,8.00,8.02,133344,10857,8.22,8.01,8.13,2,0.189
000523,广州浪奇,000523.sz,2015,403,11.36,13.58,13.60,116835,16112,14.14,13.33,14.07,2,0.239
000524,东方宾馆,000524.sz,2015,403,13.52,17.46,17.46,60564,10653,17.97,17.10,17.63,2,0.304
000525,红太阳,000525.sz,2015,403,17.16,20.23,20.22,76862,15888,21.00,20.20,20.65,2,0.203
000526,银润投资,000526.sz,2015,206,20.32,0,0,0,0,0,0,0,0,-1
000528,柳工,000528.sz,2015,403,12.11,13.66,13.79,399177,56028,14.29,13.79,13.98,2,0.154
000529,广弘控股,000529.sz,2015,403,10.52,13.68,13.69,73767,10072,13.88,13.50,13.64,2,0.297
000530,大冷股份,000530.sz,2015,403,13.61,15.49,15.50,47608,7355,15.60,15.37,15.39,2,0.131
000531,穗恒运Ａ,000531.sz,2015,403,12.79,15.66,15.80,132419,21270,16.33,15.80,16.01,2,0.252
000532,力合股份,000532.sz,2015,403,18.19,23.40,23.42,52481,12367,24.23,23.03,23.08,2,0.269
000533,万家乐,000533.sz,2015,403,5.82,7.49,7.50,201815,15177,7.66,7.42,7.50,2,0.289
000534,万泽股份,000534.sz,2015,403,9.58,14.10,14.55,172988,25271,15.10,14.00,14.67,2,0.531
000536,华映科技,000536.sz,2015,403,19.44,21.68,21.60,189294,40481,21.69,21.20,21.67,2,0.115
000537,广宇发展,000537.sz,2015,403,9.82,11.04,11.04,198293,21968,11.25,10.98,11.09,2,0.129
000538,云南白药,000538.sz,2015,403,59.02,68.05,68.59,93473,64139,69.21,68.01,68.74,2,0.165
000539,粤电力Ａ,000539.sz,2015,403,6.66,8.65,8.77,333709,29437,9.00,8.73,8.79,2,0.32
000540,中天城投,000540.sz,2015,403,10.28,0,0,0,0,0,0,0,0,-1
000541,佛山照明,000541.sz,2015,403,13.68,15.27,15.20,322749,48532,15.25,14.86,15.04,2,0.099
000543,皖能电力,000543.sz,2015,403,12.4,15.21,15.14,166751,25339,15.38,15.14,15.17,2,0.223
000544,中原环保,000544.sz,2015,403,16.1,18.60,18.59,56455,10516,18.93,18.40,18.64,2,0.158
000545,金浦钛业,000545.sz,2015,403,13.44,15.97,15.89,97411,15460,16.18,15.57,16.15,2,0.202
000546,金圆股份,000546.sz,2015,403,9.23,10.28,10.30,86574,9136,10.70,10.30,10.59,2,0.147
000547,闽福发Ａ,000547.sz,2015,403,19.22,24.00,24.23,202088,48579,24.49,23.80,24.04,2,0.251
000548,湖南投资,000548.sz,2015,403,9.09,11.14,11.95,204079,24853,12.25,11.95,12.25,2,0.348
000550,江铃汽车,000550.sz,2015,403,28.85,41.55,41.70,24467,10297,42.50,41.70,42.05,2,0.458
000551,创元科技,000551.sz,2015,403,11.77,13.24,13.24,106997,14326,13.56,13.20,13.35,2,0.134
000552,靖远煤电,000552.sz,2015,403,10.52,11.18,11.20,166673,18909,11.50,11.17,11.39,2,0.083
000553,沙隆达Ａ,000553.sz,2015,403,15.11,15.94,15.89,145558,23233,16.07,15.77,16.04,2,0.062
000554,泰山石油,000554.sz,2015,403,10.97,12.16,12.18,137674,16847,12.45,12.10,12.12,2,0.105
000555,神州信息,000555.sz,2015,403,52.98,0,0,0,0,0,0,0,0,-1
000558,莱茵置业,000558.sz,2015,403,6.52,9.29,9.29,69970,6646,9.68,9.25,9.46,2,0.451
000559,万向钱潮,000559.sz,2015,403,15.57,19.37,19.61,612658,119019,19.98,19.08,19.33,2,0.241
000560,昆百大Ａ,000560.sz,2015,403,20.21,27.44,27.44,20860,5812,28.32,27.44,27.79,2,0.375
000561,烽火电子,000561.sz,2015,403,10.62,12.80,12.78,205013,26858,14.00,12.64,13.88,2,0.307
000562,宏源证券,000562.sz,NA,NA,NA,0,0,0,0,0,0,0,0,NA
000563,陕国投Ａ,000563.sz,2015,403,13.49,15.59,15.59,325460,51198,15.99,15.32,15.82,2,0.173
000564,西安民生,000564.sz,2014,1219,5.71,0,0,0,0,0,0,0,0,-1
000565,渝三峡Ａ,000565.sz,2015,403,16.34,19.54,19.54,37818,7518,20.44,19.36,20.03,2,0.226
000566,海南海药,000566.sz,2015,403,22.54,33.56,33.50,92792,31424,35.00,33.00,34.56,2,0.533
000567,海德股份,000567.sz,2015,403,13.61,15.86,15.84,21983,3455,15.97,15.43,15.78,2,0.159
000568,泸州老窖,000568.sz,2015,403,20.51,24.61,24.61,179870,44405,25.08,24.36,24.93,2,0.216
000570,苏常柴Ａ,000570.sz,2015,403,9.51,11.40,11.40,163388,18258,11.50,10.91,11.20,2,0.178
000571,新大洲Ａ,000571.sz,2015,403,5.88,7.13,7.13,188334,13452,7.21,7.08,7.16,2,0.218
000572,海马汽车,000572.sz,2015,403,6.11,7.57,7.58,352677,26924,7.80,7.54,7.57,2,0.239
000573,粤宏远Ａ,000573.sz,2015,403,6.1,7.73,7.76,131005,10195,7.95,7.70,7.73,2,0.267
000576,广东甘化,000576.sz,2015,403,13.61,16.86,16.88,110091,18338,17.09,16.35,16.54,2,0.215
000581,威孚高科,000581.sz,2015,403,31.2,35.61,35.58,98323,35087,35.94,35.35,35.80,2,0.147
000582,北部湾港,000582.sz,2015,403,22.28,25.15,25.20,43154,10778,25.30,24.81,24.94,2,0.119
000584,友利控股,000584.sz,2014,919,6.47,0,0,0,0,0,0,0,0,-1
000585,东北电气,000585.sz,2015,403,5.86,6.49,6.50,275254,17982,6.65,6.44,6.53,2,0.114
000586,汇源通信,000586.sz,2015,403,12.8,15.98,15.99,52323,8263,16.23,15.66,15.75,2,0.23
000587,金叶珠宝,000587.sz,2015,202,11.38,0,0,0,0,0,0,0,0,-1
000589,黔轮胎Ａ,000589.sz,2015,403,7.42,9.19,9.17,168248,15898,9.87,9.11,9.40,2,0.267
000590,紫光古汉,000590.sz,2015,403,16.23,18.76,18.65,49922,9360,19.15,18.45,18.80,2,0.158
000591,桐君阁,000591.sz,2014,1216,13.08,0,0,0,0,0,0,0,0,-1
000592,平潭发展,000592.sz,2015,403,22.68,25.70,25.72,175864,45636,26.29,25.67,25.98,2,0.146
000593,大通燃气,000593.sz,2015,203,8.09,0,0,0,0,0,0,0,0,-1
000595,西北轴承,000595.sz,2015,403,11.55,0,0,0,0,0,0,0,0,-1
000596,古井贡酒,000596.sz,2015,403,31.72,35.91,35.91,56062,20134,36.50,35.61,36.22,2,0.142
000597,东北制药,000597.sz,2015,403,12.2,13.90,13.93,163545,22780,14.29,13.71,13.89,2,0.139
000598,兴蓉投资,000598.sz,2015,403,8.45,9.24,9.31,671705,62656,9.44,9.26,9.29,2,0.099
000599,青岛双星,000599.sz,2015,403,10.59,12.25,12.18,351260,42277,12.50,11.70,11.95,2,0.128
000600,建投能源,000600.sz,2015,403,10.29,14.22,14.23,113421,16180,14.41,14.11,14.23,2,0.383
000601,韶能股份,000601.sz,2015,403,7.1,8.14,8.18,323815,27030,8.60,8.18,8.27,2,0.165
000603,盛达矿业,000603.sz,2015,403,15.42,17.16,17.10,80898,13964,17.57,16.90,17.45,2,0.132
000605,渤海股份,000605.sz,2015,112,16.98,0,0,0,0,0,0,0,0,-1
000606,青海明胶,000606.sz,2015,403,8.54,10.08,10.08,121381,12409,10.48,10.05,10.17,2,0.191
000607,华智控股,000607.sz,2015,116,10.37,0,0,0,0,0,0,0,0,-1
000608,阳光股份,000608.sz,2015,403,5.22,6.25,6.26,136363,8576,6.37,6.20,6.31,2,0.209
000609,绵世股份,000609.sz,2015,403,17.26,18.19,18.21,127713,23869,19.10,18.11,18.88,2,0.094
000610,西安旅游,000610.sz,2015,403,12.52,14.60,14.70,44164,6430,14.80,14.40,14.50,2,0.158
000611,内蒙发展,000611.sz,2015,114,7.43,0,0,0,0,0,0,0,0,-1
000612,焦作万方,000612.sz,2015,403,10.94,12.57,12.93,302642,39823,13.49,12.75,13.19,2,0.206
000613,大东海A,000613.sz,2015,403,8.71,11.06,11.20,67244,7449,11.38,10.85,11.10,2,0.274
000615,湖北金环,000615.sz,2015,403,12.12,15.01,15.30,92864,14171,15.68,14.88,15.66,2,0.292
000616,亿城投资,000616.sz,2014,1128,4.27,0,0,0,0,0,0,0,0,-1
000617,石油济柴,000617.sz,2015,403,11.01,13.54,13.58,52530,7341,14.80,13.48,14.40,2,0.308
000619,海螺型材,000619.sz,2015,403,9.91,12.23,12.25,72098,8814,12.41,12.07,12.26,2,0.237
000620,新华联,000620.sz,2015,403,7.53,9.55,9.55,266252,25405,9.70,9.43,9.53,2,0.266
000622,恒立实业,000622.sz,2015,403,8.84,11.13,11.13,216456,25379,12.24,11.10,11.99,2,0.356
000623,吉林敖东,000623.sz,2015,403,33.61,37.52,37.90,210053,79871,38.48,37.75,37.90,2,0.128
000625,长安汽车,000625.sz,2015,306,15.87,0,0,0,0,0,0,0,0,-1
000626,如意集团,000626.sz,2015,317,32.25,0,0,0,0,0,0,0,0,-1
000627,天茂集团,000627.sz,2015,403,10.01,11.10,11.10,628228,71276,11.69,11.07,11.64,2,0.163
000628,高新发展,000628.sz,2015,403,11.45,12.71,12.58,87986,11130,12.76,12.51,12.70,2,0.109
000629,攀钢钒钛,000629.sz,2015,403,3.71,4.48,4.54,2470325,111118,4.57,4.41,4.51,2,0.216
000630,铜陵有色,000630.sz,2015,306,14.95,0,0,0,0,0,0,0,0,-1
000631,顺发恒业,000631.sz,2015,403,7.02,9.55,9.54,129195,12535,9.87,9.50,9.74,2,0.387
000632,三木集团,000632.sz,2015,403,7.13,8.49,8.49,143892,12471,8.87,8.49,8.65,2,0.213
000633,合金投资,000633.sz,2015,129,8.02,0,0,0,0,0,0,0,0,-1
000635,英力特,000635.sz,2015,403,12.64,14.48,14.48,39883,5807,14.74,14.38,14.62,2,0.157
000636,风华高科,000636.sz,2015,130,8.45,0,0,0,0,0,0,0,0,-1
000637,茂化实华,000637.sz,2015,403,8.05,8.98,8.99,115175,10430,9.18,8.90,9.14,2,0.135
000638,万方发展,000638.sz,2015,403,7.65,9.90,9.91,118454,11953,10.50,9.60,10.47,2,0.369
000639,西王食品,000639.sz,2015,403,20.15,29.57,29.63,26085,7717,30.20,29.17,29.30,2,0.454
000650,仁和药业,000650.sz,2015,403,9.7,11.19,11.33,331852,38373,11.75,11.17,11.58,2,0.194
000651,格力电器,000651.sz,2015,403,36.2,43.99,44.04,275512,121133,44.25,43.71,44.09,2,0.218
000652,泰达股份,000652.sz,2015,403,7.83,9.37,9.39,240164,22729,9.61,9.28,9.46,2,0.208
000655,金岭矿业,000655.sz,2015,403,12.16,17.09,16.43,299371,48911,16.74,16.00,16.67,2,0.371
000656,金科股份,000656.sz,2015,403,20.98,28.90,29.50,497987,149536,30.83,29.00,30.40,2,0.449
000657,中钨高新,000657.sz,2015,403,17.38,18.89,18.99,45384,8712,19.40,18.90,19.15,2,0.102
000661,长春高新,000661.sz,2015,403,98.92,119.00,119.88,16161,19225,120.28,118.01,119.30,2,0.206
000662,索芙特,000662.sz,2015,403,10.97,16.22,16.21,44931,7473,16.99,16.00,16.92,2,0.542
000663,永安林业,000663.sz,2014,1223,13.74,0,0,0,0,0,0,0,0,-1
000665,湖北广电,000665.sz,2015,403,17.59,19.33,19.50,102597,20995,21.20,19.50,20.47,2,0.164
000666,经纬纺机,000666.sz,2015,403,19.46,21.41,21.42,89791,19259,21.70,21.21,21.52,2,0.106
000667,美好集团,000667.sz,2015,403,4.16,4.75,4.75,1091226,52127,4.85,4.71,4.81,2,0.156
000668,荣丰控股,000668.sz,2015,403,13.03,18.68,18.60,31861,5998,19.31,18.31,18.85,2,0.447
000669,金鸿能源,000669.sz,2015,403,28.31,33.69,33.69,30894,10319,33.88,33.20,33.43,2,0.181
000670,盈方微,000670.sz,2015,403,13.33,14.65,14.80,395612,60818,16.00,14.78,15.29,2,0.147
000671,阳光城,000671.sz,2015,325,13.53,0,0,0,0,0,0,0,0,-1
000672,上峰水泥,000672.sz,2015,403,9.36,10.27,10.30,132007,14020,10.86,10.30,10.60,2,0.132
000673,当代东方,000673.sz,2015,403,19.59,28.02,28.40,35287,9802,28.49,27.30,27.60,2,0.409
000677,恒天海龙,000677.sz,2014,1211,5.19,0,0,0,0,0,0,0,0,-1
000678,襄阳轴承,000678.sz,2015,403,7.38,8.76,8.80,66209,5826,8.93,8.70,8.79,2,0.191
000679,大连友谊,000679.sz,2015,403,8.12,9.67,9.68,130996,12820,9.94,9.58,9.72,2,0.197
000680,山推股份,000680.sz,2015,403,9.63,10.25,10.31,506455,52648,10.60,10.23,10.33,2,0.073
000681,视觉中国,000681.sz,2015,403,32.1,46.85,50.13,57687,29024,51.54,48.09,49.69,2,0.548
000682,东方电子,000682.sz,2015,403,6.18,7.32,7.32,479776,35432,7.61,7.22,7.45,2,0.206
000683,远兴能源,000683.sz,2015,403,5.81,6.83,6.84,272766,18874,7.07,6.80,6.99,2,0.203
000685,中山公用,000685.sz,2015,403,22.12,25.27,25.66,131210,33863,26.16,25.41,25.94,2,0.173
000686,东北证券,000686.sz,2015,403,19.44,22.68,23.11,605077,137522,23.25,22.41,22.69,2,0.167
000687,恒天天鹅,000687.sz,2014,904,4.99,0,0,0,0,0,0,0,0,-1
000688,建新矿业,000688.sz,2015,403,8.57,9.58,9.66,139450,13552,9.94,9.55,9.88,2,0.153
000690,宝新能源,000690.sz,2015,403,6.97,9.05,9.19,607570,54491,9.19,8.86,8.96,2,0.286
000691,亚太实业,000691.sz,2015,403,7.1,8.31,8.40,79392,6603,8.44,8.23,8.29,2,0.168
000692,惠天热电,000692.sz,2015,130,4.75,0,0,0,0,0,0,0,0,-1
000693,华泽钴镍,000693.sz,2015,403,21.24,23.79,26.17,297295,77589,26.17,25.60,26.17,2,0.232
000695,滨海能源,000695.sz,2015,403,16.45,20.36,20.54,22014,4476,20.60,20.11,20.27,2,0.232
000697,炼石有色,000697.sz,2015,403,23.94,32.30,32.30,61273,19573,32.60,31.61,31.76,2,0.327
000698,沈阳化工,000698.sz,2015,403,6.35,8.10,8.02,254614,20416,8.21,7.88,8.04,2,0.266
000700,模塑科技,000700.sz,2015,403,16.62,21.50,21.78,67482,15501,23.65,21.78,23.25,2,0.399
000701,厦门信达,000701.sz,2015,403,16.42,19.39,19.42,148822,28435,19.68,18.80,19.18,2,0.168
000702,正虹科技,000702.sz,2015,403,9.99,12.62,12.58,56673,7229,13.01,12.52,12.70,2,0.271
000703,恒逸石化,000703.sz,2015,403,9.13,12.02,12.80,331537,42731,13.22,12.50,12.86,2,0.409
000705,浙江震元,000705.sz,2015,403,12.96,13.95,14.05,109294,15504,14.35,14.05,14.21,2,0.096
000707,双环科技,000707.sz,2015,403,6.12,7.59,7.60,121155,9445,7.96,7.60,7.86,2,0.284
000708,大冶特钢,000708.sz,2015,403,11.11,13.53,13.68,110812,15159,14.10,13.48,13.52,2,0.217
000709,河北钢铁,000709.sz,2015,403,3.63,4.91,5.06,4559420,229860,5.27,4.93,4.99,2,0.375
000710,天兴仪表,000710.sz,2015,403,14.55,24.20,24.20,33254,8298,25.84,24.20,25.78,2,0.772
000711,京蓝科技,000711.sz,2015,403,16.24,19.74,18.75,24336,4563,18.75,18.75,18.75,2,0.155
