code,name,market,主力控盘日期,控盘程度,main_cost_value
000555,神州信息,000555.sz,2015-09-02,微弱控盘,56.95
000558,莱茵体育,000558.sz,2015-09-02,微弱控盘,20.37
000559,万向钱潮,000559.sz,2015-09-02,微弱控盘,19.14
000560,昆百大Ａ,000560.sz,2015-09-02,微弱控盘,24.91
000561,烽火电子,000561.sz,2015-09-02,微弱控盘,12.19
000562,宏源证券,000562.sz,NA,,NA
000563,陕国投Ａ,000563.sz,2015-09-02,微弱控盘,12.93
000564,西安民生,000564.sz,2015-09-02,轻度控盘,9.86
000565,渝三峡Ａ,000565.sz,2015-09-02,微弱控盘,12.89
000566,海南海药,000566.sz,NA,,NA
000567,海德股份,000567.sz,2015-09-02,微弱控盘,20.74
000568,泸州老窖,000568.sz,2015-09-02,微弱控盘,24.41
000570,苏常柴Ａ,000570.sz,2015-09-02,微弱控盘,10.57
000571,新大洲Ａ,000571.sz,2015-09-02,微弱控盘,7.14
000572,海马汽车,000572.sz,2015-09-02,微弱控盘,7.37
000573,粤宏远Ａ,000573.sz,2015-09-02,微弱控盘,6.41
000576,广东甘化,000576.sz,2015-09-02,微弱控盘,11.87
000581,威孚高科,000581.sz,2015-09-02,微弱控盘,27.73
000582,北部湾港,000582.sz,2015-09-02,微弱控盘,21.25
000584,友利控股,000584.sz,2015-09-02,微弱控盘,15.55
000585,东北电气,000585.sz,2015-09-02,微弱控盘,6.21
000586,汇源通信,000586.sz,NA,,NA
000587,金叶珠宝,000587.sz,NA,,NA
000589,黔轮胎Ａ,000589.sz,2015-09-02,微弱控盘,7.91
000590,*ST古汉,000590.sz,NA,,NA
000591,桐 君 阁,000591.sz,2015-09-02,微弱控盘,19.21
000592,平潭发展,000592.sz,2015-09-02,微弱控盘,22.36
000593,大通燃气,000593.sz,2015-09-02,微弱控盘,9.77
000595,宝塔实业,000595.sz,NA,,NA
000596,古井贡酒,000596.sz,2015-09-02,微弱控盘,37.41
000597,东北制药,000597.sz,2015-09-02,微弱控盘,9.62
000598,兴蓉环境,000598.sz,2015-09-02,微弱控盘,7.94
000599,青岛双星,000599.sz,2015-09-02,微弱控盘,9.48
000600,建投能源,000600.sz,2015-09-02,微弱控盘,12.92
000601,韶能股份,000601.sz,NA,,NA
000603,盛达矿业,000603.sz,2015-09-02,微弱控盘,19
000605,渤海股份,000605.sz,2015-09-02,微弱控盘,21.12
000606,青海明胶,000606.sz,2015-09-02,微弱控盘,8.88
000607,华媒控股,000607.sz,2015-09-02,微弱控盘,11.76
000608,阳光股份,000608.sz,2015-09-02,微弱控盘,6.48
000609,绵世股份,000609.sz,2015-09-02,中度控盘,11.56
000610,西安旅游,000610.sz,2015-09-02,微弱控盘,13.26
000611,*ST蒙发,000611.sz,2015-09-02,微弱控盘,8.91
000612,焦作万方,000612.sz,2015-09-02,微弱控盘,8.26
000613,大东海A,000613.sz,2015-09-02,轻度控盘,10.7
000615,湖北金环,000615.sz,2015-09-02,微弱控盘,14.34
000616,海航投资,000616.sz,2015-09-02,微弱控盘,8.89
000617,石油济柴,000617.sz,2015-09-02,微弱控盘,12.63
000619,海螺型材,000619.sz,2015-09-02,微弱控盘,13.25
000620,新华联,000620.sz,2015-09-02,微弱控盘,11.21
000622,恒立实业,000622.sz,NA,,NA
000623,吉林敖东,000623.sz,2015-09-02,微弱控盘,29.44
000625,长安汽车,000625.sz,2015-09-02,微弱控盘,17.58
000626,如意集团,000626.sz,NA,,NA
000627,天茂集团,000627.sz,2015-09-02,微弱控盘,8.85
000628,高新发展,000628.sz,2015-09-02,微弱控盘,12.68
000629,攀钢钒钛,000629.sz,2015-09-02,微弱控盘,4.33
000630,铜陵有色,000630.sz,NA,,NA
000631,顺发恒业,000631.sz,2015-09-02,微弱控盘,8.88
000632,三木集团,000632.sz,2015-09-02,微弱控盘,9.44
000633,合金投资,000633.sz,NA,,NA
000635,英 力 特,000635.sz,2015-09-02,微弱控盘,12.18
000636,风华高科,000636.sz,2015-09-02,微弱控盘,10.71
000637,茂化实华,000637.sz,2015-09-02,微弱控盘,8.31
000638,万方发展,000638.sz,2015-09-02,微弱控盘,14.46
000639,西王食品,000639.sz,2015-09-02,微弱控盘,16.37
000650,仁和药业,000650.sz,NA,,NA
000651,格力电器,000651.sz,2015-09-02,微弱控盘,22.94
000652,泰达股份,000652.sz,2015-09-02,微弱控盘,8.22
000655,金岭矿业,000655.sz,2015-09-02,微弱控盘,15.43
000656,金科股份,000656.sz,2015-09-02,微弱控盘,7.1
000657,中钨高新,000657.sz,NA,,NA
000661,长春高新,000661.sz,2015-09-02,微弱控盘,124.14
000662,索芙特,000662.sz,2015-09-02,微弱控盘,16.3
000663,永安林业,000663.sz,2015-09-02,微弱控盘,15.4
000665,湖北广电,000665.sz,NA,,NA
000666,经纬纺机,000666.sz,2015-09-02,微弱控盘,16.94
000667,美好集团,000667.sz,2015-09-02,微弱控盘,5.81
000668,荣丰控股,000668.sz,NA,,NA
000669,金鸿能源,000669.sz,2015-09-02,微弱控盘,26.78
000670,盈方微,000670.sz,2015-09-02,微弱控盘,12.09
000671,阳 光 城,000671.sz,2015-09-02,微弱控盘,18.01
000672,上峰水泥,000672.sz,NA,,NA
000673,当代东方,000673.sz,NA,,NA
000677,*ST海龙,000677.sz,NA,,NA
000678,襄阳轴承,000678.sz,2015-09-02,微弱控盘,8.65
000679,大连友谊,000679.sz,NA,,NA
000680,山推股份,000680.sz,2015-09-02,微弱控盘,7.14
000681,视觉中国,000681.sz,2015-09-02,微弱控盘,30.52
000682,东方电子,000682.sz,2015-09-02,微弱控盘,6.48
000683,远兴能源,000683.sz,2015-09-02,微弱控盘,7.71
000685,中山公用,000685.sz,2015-09-02,微弱控盘,14.86
000686,东北证券,000686.sz,2015-09-02,微弱控盘,16.14
000687,恒天天鹅,000687.sz,2015-09-02,微弱控盘,15.99
000688,建新矿业,000688.sz,NA,,NA
000690,宝新能源,000690.sz,2015-09-02,微弱控盘,11.07
000691,亚太实业,000691.sz,2015-09-02,微弱控盘,7.47
000692,惠天热电,000692.sz,2015-09-02,微弱控盘,8.03
000693,华泽钴镍,000693.sz,2015-09-02,微弱控盘,21.71
000695,滨海能源,000695.sz,2015-09-02,微弱控盘,17.25
000697,炼石有色,000697.sz,NA,,NA
000698,沈阳化工,000698.sz,2015-09-02,微弱控盘,7.41
000700,模塑科技,000700.sz,2015-09-02,微弱控盘,17.02
000701,厦门信达,000701.sz,2015-09-02,微弱控盘,16.93
000702,正虹科技,000702.sz,2015-09-02,中度控盘,10.73
000703,恒逸石化,000703.sz,2015-09-02,微弱控盘,12.09
000705,浙江震元,000705.sz,2015-09-02,微弱控盘,12.41
000707,双环科技,000707.sz,NA,,NA
000708,大冶特钢,000708.sz,NA,,NA
000709,河北钢铁,000709.sz,2015-09-02,微弱控盘,5.88
000710,天兴仪表,000710.sz,2015-09-02,轻度控盘,20.35
000711,*ST京蓝,000711.sz,NA,,NA
000712,锦龙股份,000712.sz,NA,,NA
000713,丰乐种业,000713.sz,2015-09-02,微弱控盘,11.8
000715,中兴商业,000715.sz,2015-09-02,微弱控盘,11.62
000716,黑芝麻,000716.sz,2015-09-02,微弱控盘,15.35
000717,韶钢松山,000717.sz,2015-09-02,轻度控盘,6.31
000718,苏宁环球,000718.sz,2015-09-02,微弱控盘,10.07
000720,新能泰山,000720.sz,NA,,NA
000721,西安饮食,000721.sz,2015-09-02,微弱控盘,8.77
000722,湖南发展,000722.sz,2015-09-02,微弱控盘,17.7
000723,美锦能源,000723.sz,2015-09-02,微弱控盘,11.49
000725,京东方Ａ,000725.sz,2015-09-02,微弱控盘,3.81
000726,鲁  泰Ａ,000726.sz,2015-09-02,微弱控盘,14.32
000727,华东科技,000727.sz,2015-09-02,微弱控盘,10.18
000728,国元证券,000728.sz,2015-09-02,微弱控盘,25.61
000729,燕京啤酒,000729.sz,2015-09-02,微弱控盘,9.25
000731,四川美丰,000731.sz,2015-09-02,微弱控盘,9.16
000732,泰禾集团,000732.sz,2015-09-02,微弱控盘,26.27
000733,振华科技,000733.sz,2015-09-02,微弱控盘,23.26
000735,罗 牛 山,000735.sz,2015-09-02,微弱控盘,7.56
000736,中房地产,000736.sz,2015-09-02,轻度控盘,14.54
000737,南风化工,000737.sz,2015-09-02,微弱控盘,6.75
000738,中航动控,000738.sz,2015-09-02,轻度控盘,31.46
000739,普洛药业,000739.sz,2015-09-02,微弱控盘,8.41
000748,长城信息,000748.sz,NA,,NA
000750,国海证券,000750.sz,2015-09-02,微弱控盘,13.78
000751,锌业股份,000751.sz,2015-09-02,微弱控盘,7.14
000752,西藏发展,000752.sz,2015-09-02,微弱控盘,15.89
000753,漳州发展,000753.sz,NA,,NA
000756,新华制药,000756.sz,NA,,NA
000757,浩物股份,000757.sz,2015-09-02,微弱控盘,10.28
000758,中色股份,000758.sz,2015-09-02,微弱控盘,18.26
000759,中百集团,000759.sz,2015-09-02,微弱控盘,9.77
000760,斯太尔,000760.sz,NA,,NA
000761,本钢板材,000761.sz,2015-09-02,微弱控盘,6.14
000762,西藏矿业,000762.sz,2015-09-02,微弱控盘,15.4
000766,通化金马,000766.sz,2015-09-02,强烈控盘,7.85
000767,漳泽电力,000767.sz,2015-09-02,微弱控盘,7.11
000768,中航飞机,000768.sz,2015-09-02,微弱控盘,33.6
000776,广发证券,000776.sz,2015-09-02,微弱控盘,21.5
000777,中核科技,000777.sz,2015-09-02,微弱控盘,29.11
000778,新兴铸管,000778.sz,NA,,NA
000780,平庄能源,000780.sz,2015-09-02,微弱控盘,7.02
000782,美达股份,000782.sz,NA,,NA
000783,长江证券,000783.sz,2015-09-02,微弱控盘,12.47
000785,武汉中商,000785.sz,2015-09-02,微弱控盘,11.65
000786,北新建材,000786.sz,NA,,NA
000788,北大医药,000788.sz,2015-09-02,微弱控盘,16.39
000789,万年青,000789.sz,2015-09-02,微弱控盘,8.65
000790,华神集团,000790.sz,2015-09-02,微弱控盘,12.76
000791,甘肃电投,000791.sz,2015-09-02,微弱控盘,12.09
000792,盐湖股份,000792.sz,2015-09-02,微弱控盘,23.7
000793,华闻传媒,000793.sz,2015-09-02,中度控盘,17.64
000795,太原刚玉,000795.sz,NA,,NA
000796,易食股份,000796.sz,2015-09-02,轻度控盘,23.89
000797,中国武夷,000797.sz,2015-09-02,微弱控盘,26.29
000798,中水渔业,000798.sz,2015-09-02,微弱控盘,13.71
000799,*ST酒鬼,000799.sz,NA,,NA
000800,一汽轿车,000800.sz,2015-09-02,微弱控盘,19.65
000801,四川九洲,000801.sz,2015-09-02,微弱控盘,28.03
000802,北京文化,000802.sz,2015-09-02,微弱控盘,27.03
000803,金宇车城,000803.sz,2015-09-02,微弱控盘,17.58
000806,银河投资,000806.sz,NA,,NA
000807,云铝股份,000807.sz,2015-09-02,微弱控盘,6.84
000809,铁岭新城,000809.sz,2015-09-02,微弱控盘,8.2
000810,创维数字,000810.sz,2015-09-02,微弱控盘,19.06
000811,烟台冰轮,000811.sz,2015-09-02,微弱控盘,13.4
000812,陕西金叶,000812.sz,NA,,NA
000813,天山纺织,000813.sz,NA,,NA
000815,*ST美利,000815.sz,2015-09-02,微弱控盘,23.54
000816,智慧农业,000816.sz,2015-09-02,微弱控盘,8.32
000818,方大化工,000818.sz,NA,,NA
000819,岳阳兴长,000819.sz,2015-09-02,微弱控盘,28.37
000820,金城股份,000820.sz,NA,,NA
000821,京山轻机,000821.sz,2015-09-02,微弱控盘,14.87
000823,超声电子,000823.sz,2015-09-02,微弱控盘,11.04
000825,太钢不锈,000825.sz,2015-09-02,微弱控盘,6.09
000826,桑德环境,000826.sz,2015-09-02,微弱控盘,36.16
000828,东莞控股,000828.sz,2015-09-02,微弱控盘,12.67
000829,天音控股,000829.sz,2015-09-02,微弱控盘,12.67
000830,鲁西化工,000830.sz,2015-09-02,微弱控盘,8.23
000831,五矿稀土,000831.sz,2015-09-02,微弱控盘,20.04
000833,贵糖股份,000833.sz,2015-09-02,微弱控盘,13.42
000835,长城动漫,000835.sz,2015-09-02,微弱控盘,13.06
000836,鑫茂科技,000836.sz,2015-09-02,微弱控盘,17.37
000837,秦川机床,000837.sz,2015-09-02,微弱控盘,15.87
000838,国兴地产,000838.sz,2015-09-02,微弱控盘,22
000839,中信国安,000839.sz,NA,,NA
000848,承德露露,000848.sz,2015-09-02,微弱控盘,16.71
000850,华茂股份,000850.sz,NA,,NA
000851,高鸿股份,000851.sz,NA,,NA
000852,石化机械,000852.sz,2015-09-02,微弱控盘,22.11
000856,冀东装备,000856.sz,2015-09-02,微弱控盘,12.64
000858,五 粮 液,000858.sz,NA,,NA
000859,国风塑业,000859.sz,2015-09-02,微弱控盘,6.56
000860,顺鑫农业,000860.sz,2015-09-02,微弱控盘,20.76
000861,海印股份,000861.sz,2015-09-02,微弱控盘,9.44
000862,银星能源,000862.sz,2015-09-02,微弱控盘,10.01
000863,三湘股份,000863.sz,2015-09-02,中度控盘,14.4
000868,安凯客车,000868.sz,2015-09-02,微弱控盘,8.24
000869,张  裕Ａ,000869.sz,2015-09-02,微弱控盘,41.51
000875,吉电股份,000875.sz,2015-09-02,中度控盘,12.74
000876,新 希 望,000876.sz,NA,,NA
000877,天山股份,000877.sz,2015-09-02,微弱控盘,10.28
000878,云南铜业,000878.sz,NA,,NA
000880,潍柴重机,000880.sz,2015-09-02,微弱控盘,12.83
000881,大连国际,000881.sz,NA,,NA
000882,华联股份,000882.sz,NA,,NA
000883,湖北能源,000883.sz,2015-09-02,微弱控盘,8.13
000885,同力水泥,000885.sz,2015-09-02,中度控盘,14.07
000886,海南高速,000886.sz,2015-09-02,微弱控盘,6
000887,中鼎股份,000887.sz,NA,,NA
000888,峨眉山Ａ,000888.sz,2015-09-02,微弱控盘,12.54
000889,茂业物流,000889.sz,2015-09-02,微弱控盘,14.27
000890,法 尔 胜,000890.sz,NA,,NA
000892,*ST星美,000892.sz,NA,,NA
000893,东凌粮油,000893.sz,NA,,NA
000895,双汇发展,000895.sz,2015-09-02,微弱控盘,21.36
000897,津滨发展,000897.sz,2015-09-02,微弱控盘,6.78
000898,鞍钢股份,000898.sz,2015-09-02,微弱控盘,6.37
000899,赣能股份,000899.sz,2015-09-02,微弱控盘,12.08
000900,现代投资,000900.sz,2015-09-02,微弱控盘,9.29
000901,航天科技,000901.sz,NA,,NA
000902,新洋丰,000902.sz,2015-09-02,微弱控盘,25.75
000903,云内动力,000903.sz,2015-09-02,微弱控盘,9.07
000905,厦门港务,000905.sz,2015-09-02,微弱控盘,13.67
000906,物产中拓,000906.sz,2015-09-02,微弱控盘,17.12
000908,景峰医药,000908.sz,2015-09-02,微弱控盘,16.66
000909,数源科技,000909.sz,2015-09-02,微弱控盘,13.46
000910,大亚科技,000910.sz,2015-09-02,微弱控盘,15.59
000911,南宁糖业,000911.sz,2015-09-02,微弱控盘,16.94
000912,*ST天化,000912.sz,2015-09-02,微弱控盘,7.62
000913,钱江摩托,000913.sz,2015-09-02,微弱控盘,8.84
000915,山大华特,000915.sz,2015-09-02,微弱控盘,38.02
000916,华北高速,000916.sz,2015-09-02,微弱控盘,7.58
000917,电广传媒,000917.sz,NA,,NA
000918,嘉凯城,000918.sz,2015-09-02,微弱控盘,6.1
000919,金陵药业,000919.sz,2015-09-02,微弱控盘,18
000920,南方汇通,000920.sz,2015-09-02,微弱控盘,19.08
000921,海信科龙,000921.sz,2015-09-02,微弱控盘,11.33
000922,佳电股份,000922.sz,2015-09-02,微弱控盘,13.87
000923,河北宣工,000923.sz,2015-09-02,微弱控盘,20.52
000925,众合科技,000925.sz,2015-09-02,微弱控盘,21.05
000926,福星股份,000926.sz,2015-09-02,微弱控盘,11.64
000927,*ST夏利,000927.sz,2015-09-02,微弱控盘,7.98
000928,中钢国际,000928.sz,2015-09-02,微弱控盘,19.95
000929,兰州黄河,000929.sz,2015-09-02,微弱控盘,16.68
000930,中粮生化,000930.sz,2015-09-02,轻度控盘,19.93
000931,中 关 村,000931.sz,2015-09-02,微弱控盘,10.41
000932,华菱钢铁,000932.sz,2015-09-02,微弱控盘,4.02
000933,神火股份,000933.sz,2015-09-02,微弱控盘,6.6
000935,四川双马,000935.sz,2015-09-02,微弱控盘,7.5
000936,华西股份,000936.sz,2015-09-02,微弱控盘,12
000937,冀中能源,000937.sz,2015-09-02,微弱控盘,6.84
000938,紫光股份,000938.sz,2015-09-02,微弱控盘,67.66
000939,凯迪电力,000939.sz,NA,,NA
000948,南天信息,000948.sz,2015-09-02,微弱控盘,20.98
000949,新乡化纤,000949.sz,2015-09-02,微弱控盘,6.47
000950,建峰化工,000950.sz,2015-09-02,微弱控盘,8.44
000951,中国重汽,000951.sz,2015-09-02,微弱控盘,20.41
000952,广济药业,000952.sz,2015-09-02,微弱控盘,13.31
000953,河池化工,000953.sz,2015-09-02,微弱控盘,10.65
000955,欣龙控股,000955.sz,2015-09-02,微弱控盘,7.45
000957,中通客车,000957.sz,2015-09-02,微弱控盘,19.46
000958,东方能源,000958.sz,2015-09-02,微弱控盘,28.63
000959,首钢股份,000959.sz,NA,,NA
000960,锡业股份,000960.sz,2015-09-02,微弱控盘,15.96
000961,中南建设,000961.sz,2015-09-02,微弱控盘,17.34
000962,东方钽业,000962.sz,2015-09-02,微弱控盘,13.17
000963,华东医药,000963.sz,2015-09-02,轻度控盘,65.03
000965,天保基建,000965.sz,2015-09-02,微弱控盘,7.26
000966,长源电力,000966.sz,2015-09-02,微弱控盘,14.43
000968,煤 气 化,000968.sz,2015-09-02,微弱控盘,8.67
000969,安泰科技,000969.sz,2015-09-02,微弱控盘,12.85
000970,中科三环,000970.sz,2015-09-02,微弱控盘,16.78
000971,蓝鼎控股,000971.sz,2015-09-02,微弱控盘,25.31
000972,新中基,000972.sz,NA,,NA
000973,佛塑科技,000973.sz,2015-09-02,微弱控盘,8.73
000975,银泰资源,000975.sz,2015-09-02,微弱控盘,15.52
000976,*ST春晖,000976.sz,2015-09-02,微弱控盘,8.97
000978,桂林旅游,000978.sz,2015-09-02,微弱控盘,11.43
000979,中弘股份,000979.sz,NA,,NA
000980,金马股份,000980.sz,2015-09-02,微弱控盘,7.72
000981,银亿股份,000981.sz,NA,,NA
000983,西山煤电,000983.sz,2015-09-02,微弱控盘,7.75
000985,大庆华科,000985.sz,2015-09-02,微弱控盘,22.57
000987,广州友谊,000987.sz,2015-09-02,微弱控盘,24.98
000988,华工科技,000988.sz,2015-09-02,微弱控盘,15.69
000989,九 芝 堂,000989.sz,2015-09-02,微弱控盘,28.52
000990,诚志股份,000990.sz,NA,,NA
000993,闽东电力,000993.sz,2015-09-02,微弱控盘,10.76
